Attr0,Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,class
9,38,342.0,4.222,0.377,0.731,2.74,129,250,47,0
7,16,112.0,2.286,0.25,1.0,1.56,28,112,18,0
10,17,170.0,1.7,0.382,1.0,2.41,65,170,27,0
25,1,25.0,0.04,1.0,1.0,25.0,25,25,1,1
7,193,1351.0,27.571,0.206,0.813,1.37,278,1099,203,0
158,167,26386.0,1.057,0.16,0.276,8.24,4213,7279,511,1
1,67,67.0,67.0,0.985,1.0,66.0,66,67,1,1
6,21,126.0,3.5,0.246,0.254,31.0,31,32,1,1
17,2,34.0,0.118,0.706,0.706,24.0,24,24,1,1
430,5,2150.0,0.012,0.216,0.221,46.5,465,475,10,1
1,8,8.0,8.0,1.0,1.0,8.0,8,8,1,1
9,36,324.0,4.0,0.506,0.901,2.83,164,292,58,0
12,118,1416.0,9.833,0.266,0.734,1.99,377,1039,189,0
30,61,1830.0,2.033,0.157,0.483,1.88,288,884,153,1
2,17,34.0,8.5,0.588,0.971,6.67,20,33,3,1
2,64,128.0,32.0,0.531,0.586,17.0,68,75,4,1
9,39,351.0,4.333,0.368,0.729,2.58,129,256,50,0
10,54,540.0,5.4,0.306,0.689,1.94,165,372,85,0
13,116,1508.0,8.923,0.279,0.658,2.3,421,992,183,0
24,309,7416.0,12.875,0.921,0.984,17.51,6828,7295,390,0
9,36,324.0,4.0,0.556,0.923,3.21,180,299,56,0
2,99,198.0,49.5,0.253,0.616,4.55,50,122,11,1
11,62,682.0,5.636,0.353,0.78,3.21,241,532,75,0
9,38,342.0,4.222,0.377,0.731,2.74,129,250,47,0
1,44,44.0,44.0,0.25,1.0,2.2,11,44,5,1
91,285,25935.0,3.132,0.158,0.165,113.89,4100,4287,36,1
12,23,276.0,1.917,0.576,0.79,9.94,159,218,16,0
9,82,738.0,9.111,0.383,0.641,2.62,283,473,108,0
10,8,80.0,0.8,0.575,0.888,9.2,46,71,5,0
7,1,7.0,0.143,1.0,1.0,7.0,7,7,1,1
2,537,1074.0,268.5,0.621,0.747,16.68,667,802,40,1
29,61,1769.0,2.103,0.121,0.431,1.78,214,762,120,1
8,41,328.0,5.125,0.363,0.942,1.63,119,309,73,0
430,5,2150.0,0.012,0.216,0.221,46.5,465,475,10,1
7,31,217.0,4.429,0.286,0.673,1.55,62,146,40,0
21,13,273.0,0.619,0.168,0.308,2.3,46,84,20,0
1,152,152.0,152.0,0.822,1.0,11.36,125,152,11,1
1,81,81.0,81.0,0.901,1.0,24.33,73,81,3,1
6,96,576.0,16.0,0.262,0.842,1.51,151,485,100,0
29,32,928.0,1.103,0.432,0.689,6.27,401,639,64,1
13,5,65.0,0.385,0.323,0.554,5.25,21,36,4,1
1,44,44.0,44.0,0.25,1.0,2.2,11,44,5,1
6,13,78.0,2.167,0.103,0.449,4.0,8,35,2,1
9,41,369.0,4.556,0.374,0.881,2.26,138,325,61,0
7,20,140.0,2.857,0.464,0.9,2.71,65,126,24,0
9,46,414.0,5.111,0.242,0.575,1.43,100,238,70,0
2,538,1076.0,269.0,0.637,0.703,29.78,685,756,23,1
6,7,42.0,1.167,0.429,0.881,3.6,18,37,5,0
10,23,230.0,2.3,0.287,0.617,2.2,66,142,30,0
7,13,91.0,1.857,0.78,0.989,7.89,71,90,9,0
1,88,88.0,88.0,0.193,1.0,1.0,17,88,17,0
31,105,3255.0,3.387,0.242,0.456,4.89,787,1485,161,1
1,413,413.0,413.0,0.998,1.0,412.0,412,413,1,1
2,535,1070.0,267.5,0.55,0.586,117.8,589,627,5,1
7,5,35.0,0.714,0.257,1.0,1.13,9,35,8,0
1,19,19.0,19.0,0.737,1.0,4.67,14,19,3,1
8,1,8.0,0.125,1.0,1.0,8.0,8,8,1,1
11,150,1650.0,13.636,0.186,0.533,2.06,307,879,149,0
10,12,120.0,1.2,0.183,0.392,2.2,22,47,10,0
2,112,224.0,56.0,0.496,0.504,55.5,111,113,2,1
9,10,90.0,1.111,0.144,0.522,6.5,13,47,2,1
10,67,670.0,6.7,0.321,0.81,2.29,215,543,94,0
2,14,28.0,7.0,0.286,0.821,8.0,8,23,1,1
6,13,78.0,2.167,0.256,0.974,1.54,20,76,13,0
7,23,161.0,3.286,0.248,0.944,1.21,40,152,33,0
7,7,49.0,1.0,0.918,0.959,22.5,45,47,2,0
9,4,36.0,0.444,0.25,0.75,9.0,9,27,1,1
1,84,84.0,84.0,0.917,1.0,19.25,77,84,4,1
8,70,560.0,8.75,0.388,0.841,2.21,217,471,98,0
10,2,20.0,0.2,0.55,0.6,11.0,11,12,1,1
58,3,174.0,0.052,0.339,0.345,59.0,59,60,1,1
9,117,1053.0,13.0,0.419,0.947,2.48,441,997,178,0
14,399,5586.0,28.5,0.383,0.593,5.04,2142,3315,425,0
10,21,210.0,2.1,0.457,0.933,2.91,96,196,33,0
76,1,76.0,0.013,1.0,1.0,76.0,76,76,1,1
11,179,1969.0,16.273,0.33,0.733,2.88,650,1444,226,0
2,48,96.0,24.0,0.625,0.677,30.0,60,65,2,1
7,17,119.0,2.429,0.227,0.58,2.7,27,69,10,0
1,235,235.0,235.0,0.923,1.0,27.13,217,235,8,1
7,8,56.0,1.143,0.339,0.875,2.38,19,49,8,0
1,46,46.0,46.0,0.783,1.0,12.0,36,46,3,1
17,2,34.0,0.118,0.706,0.706,24.0,24,24,1,1
6,80,480.0,13.333,0.352,0.96,1.51,169,461,112,0
20,39,780.0,1.95,0.14,0.405,3.21,109,316,34,1
12,2,24.0,0.167,0.625,0.667,15.0,15,16,1,1
29,32,928.0,1.103,0.476,0.72,7.25,442,668,61,1
32,350,11200.0,10.938,0.142,0.402,3.96,1588,4497,401,1
58,3,174.0,0.052,0.339,0.345,59.0,59,60,1,1
1,69,69.0,69.0,0.841,1.0,8.29,58,69,7,1
5,6,30.0,1.2,0.233,1.0,1.4,7,30,5,0
6,32,192.0,5.333,0.417,0.964,2.11,80,185,38,0
9,86,774.0,9.556,0.211,0.517,1.29,163,400,126,0
8,59,472.0,7.375,0.307,0.775,1.84,145,366,79,0
4,524,2096.0,131.0,0.542,0.603,40.57,1136,1264,28,1
9,21,189.0,2.333,0.243,0.757,1.31,46,143,35,0
11,101,1111.0,9.182,0.264,0.852,1.65,293,947,178,0
43,62,2666.0,1.442,0.08,0.17,6.63,212,454,32,1
2,204,408.0,102.0,0.412,0.681,10.5,168,278,16,1
7,140,980.0,20.0,0.253,0.886,1.49,248,868,167,0
8,14,112.0,1.75,0.143,1.0,2.67,16,112,6,0
9,24,216.0,2.667,0.352,0.722,2.17,76,156,35,0
7,11,77.0,1.571,0.117,0.494,1.8,9,38,5,1
3,116,348.0,38.667,0.385,0.494,33.5,134,172,4,1
31,71,2201.0,2.29,0.159,0.296,10.29,350,651,34,1
53,1,53.0,0.019,1.0,1.0,53.0,53,53,1,1
14,192,2688.0,13.714,0.234,0.589,2.28,628,1584,275,0
10,23,230.0,2.3,0.37,0.83,2.3,85,191,37,0
23,1,23.0,0.043,1.0,1.0,23.0,23,23,1,1
7,24,168.0,3.429,0.274,0.661,1.48,46,111,31,0
9,70,630.0,7.778,0.433,0.851,2.79,273,536,98,0
8,37,296.0,4.625,0.375,0.922,1.61,111,273,69,0
1,25,25.0,25.0,1.0,1.0,25.0,25,25,1,1
37,1,37.0,0.027,1.0,1.0,37.0,37,37,1,1
1,12,12.0,12.0,0.667,1.0,4.0,8,12,2,1
10,25,250.0,2.5,0.268,0.588,1.91,67,147,35,0
1,124,124.0,124.0,0.444,1.0,7.86,55,124,7,1
8,3,24.0,0.375,0.417,0.417,10.0,10,10,1,0
7,19,133.0,2.714,0.346,1.0,1.44,46,133,32,0
7,8,56.0,1.143,0.339,0.875,2.38,19,49,8,0
1,17,17.0,17.0,0.765,1.0,6.5,13,17,2,1
1,19,19.0,19.0,0.789,1.0,3.75,15,19,4,1
19,2,38.0,0.105,0.816,0.816,31.0,31,31,1,1
10,271,2710.0,27.1,0.187,0.602,1.35,508,1632,375,0
1,9,9.0,9.0,1.0,1.0,9.0,9,9,1,1
9,73,657.0,8.111,0.376,0.846,2.63,247,556,94,0
3,537,1611.0,179.0,0.353,0.364,71.13,569,587,8,1
8,6,48.0,0.75,0.5,0.854,3.0,24,41,8,0
1,16,16.0,16.0,0.938,1.0,15.0,15,16,1,1
98,3,294.0,0.031,0.48,0.486,141.0,141,143,1,1
7,8,56.0,1.143,0.268,0.679,1.15,15,38,13,0
1,29,29.0,29.0,0.931,1.0,13.5,27,29,2,1
1,45,45.0,45.0,0.933,1.0,21.0,42,45,2,1
24,280,6720.0,11.667,0.456,0.913,7.66,3064,6134,400,0
10,61,610.0,6.1,0.29,0.657,2.16,177,401,82,0
187,141,26367.0,0.754,0.415,0.884,4.69,10947,23301,2333,1
10,11,110.0,1.1,0.491,0.845,4.5,54,93,12,0
1,69,69.0,69.0,0.667,1.0,4.18,46,69,11,1
7,13,91.0,1.857,0.154,0.484,2.0,14,44,7,1
44,3,132.0,0.068,0.598,0.841,2.47,79,111,32,1
10,33,330.0,3.3,0.318,0.758,2.33,105,250,45,0
8,10,80.0,1.25,0.388,0.913,2.21,31,73,14,0
5,30,150.0,6.0,0.16,0.66,1.71,24,99,14,0
8,16,128.0,2.0,0.398,0.695,2.55,51,89,20,1
8,16,128.0,2.0,0.516,1.0,2.54,66,128,26,0
9,47,423.0,5.222,0.279,0.773,1.53,118,327,77,0
7,51,357.0,7.286,0.207,0.969,1.14,74,346,65,0
10,54,540.0,5.4,0.319,0.824,1.83,172,445,94,0
2,537,1074.0,268.5,0.594,0.655,21.27,638,703,30,1
6,8,48.0,1.333,0.313,0.875,1.07,15,42,14,0
7,92,644.0,13.143,0.292,0.907,1.54,188,584,122,0
9,41,369.0,4.556,0.444,0.976,2.88,164,360,57,0
8,64,512.0,8.0,0.252,0.865,1.63,129,443,79,0
11,275,3025.0,25.0,0.287,0.637,2.83,868,1928,307,0
1,28,28.0,28.0,0.464,1.0,2.17,13,28,6,1
10,22,220.0,2.2,0.377,0.614,2.44,83,135,34,0
24,510,12240.0,21.25,0.846,0.927,38.65,10359,11341,268,1
1,12,12.0,12.0,0.75,1.0,9.0,9,12,1,1
9,238,2142.0,26.444,0.168,0.614,1.26,359,1316,285,0
1,52,52.0,52.0,0.788,1.0,10.25,41,52,4,1
1,115,115.0,115.0,0.2,1.0,4.6,23,115,5,1
8,21,168.0,2.625,0.28,0.923,1.38,47,155,34,0
38,410,15580.0,10.789,0.279,0.696,2.39,4341,10849,1815,0
12,44,528.0,3.667,0.294,0.742,2.31,155,392,67,0
18,158,2844.0,8.778,0.198,0.418,2.46,563,1190,229,0
1,18,18.0,18.0,0.944,1.0,17.0,17,18,1,1
72,96,6912.0,1.333,0.488,0.582,15.69,3374,4025,215,1
7,11,77.0,1.571,0.351,0.87,1.8,27,67,15,0
13,13,169.0,1.0,0.124,0.45,3.5,21,76,6,1
1,14,14.0,14.0,0.571,1.0,2.0,8,14,4,1
8,26,208.0,3.25,0.24,0.563,2.5,50,117,20,0
7,6,42.0,0.857,0.357,1.0,1.67,15,42,9,0
1,12,12.0,12.0,0.75,1.0,9.0,9,12,1,1
6,32,192.0,5.333,0.286,0.891,1.41,55,171,39,0
9,54,486.0,6.0,0.191,0.741,1.24,93,360,75,0
29,31,899.0,1.069,0.463,0.726,6.93,416,653,60,1
8,64,512.0,8.0,0.301,0.857,1.93,154,439,80,0
5,6,30.0,1.2,0.3,1.0,1.8,9,30,5,0
5,16,80.0,3.2,0.313,0.813,2.08,25,65,12,0
8,231,1848.0,28.875,0.872,0.882,179.0,1611,1630,9,1
10,98,980.0,9.8,0.463,0.945,2.72,454,926,167,0
10,79,790.0,7.9,0.163,0.42,1.25,129,332,103,0
9,4,36.0,0.444,0.25,0.75,9.0,9,27,1,1
2,14,28.0,7.0,0.286,0.821,8.0,8,23,1,1
1,14,14.0,14.0,1.0,1.0,14.0,14,14,1,1
1,15,15.0,15.0,0.867,1.0,13.0,13,15,1,1
19,2,38.0,0.105,0.816,0.816,31.0,31,31,1,1
33,160,5280.0,4.848,0.219,0.389,6.34,1154,2054,182,0
4,524,2096.0,131.0,0.542,0.603,40.57,1136,1264,28,1
9,102,918.0,11.333,0.166,0.56,1.58,152,514,96,0
7,4,28.0,0.571,0.714,0.929,10.0,20,26,2,0
6,96,576.0,16.0,0.297,0.811,2.25,171,467,76,0
11,245,2695.0,22.273,0.353,0.765,2.77,952,2063,344,0
1,278,278.0,278.0,0.946,1.0,29.22,263,278,9,1
7,37,259.0,5.286,0.305,1.0,1.46,79,259,54,0
26,1,26.0,0.038,1.0,1.0,26.0,26,26,1,1
54,357,19278.0,6.611,0.299,0.655,6.4,5766,12626,901,1
8,11,88.0,1.375,0.443,1.0,1.63,39,88,24,0
8,16,128.0,2.0,0.398,0.695,2.55,51,89,20,1
7,31,217.0,4.429,0.336,0.834,1.52,73,181,48,0
23,120,2760.0,5.217,0.942,1.0,17.44,2599,2760,149,0
3,544,1632.0,181.33,0.326,0.406,16.12,532,662,33,1
1,34,34.0,34.0,0.353,1.0,1.71,12,34,7,1
2,415,830.0,207.5,0.505,0.578,16.76,419,480,25,1
2,20,40.0,10.0,0.725,0.875,29.0,29,35,1,1
12,320,3840.0,26.667,0.231,0.514,2.06,888,1975,431,0
8,132,1056.0,16.5,0.31,0.861,1.84,327,909,178,0
1,127,127.0,127.0,0.646,1.0,13.67,82,127,6,1
1,17,17.0,17.0,0.824,1.0,4.67,14,17,3,1
5,9,45.0,1.8,0.178,0.533,1.6,8,24,5,1
1,79,79.0,79.0,0.608,1.0,6.86,48,79,7,1
2,176,352.0,88.0,0.528,0.605,31.0,186,213,6,1
5,280,1400.0,56.0,0.78,0.786,156.0,1092,1100,7,1
9,276,2484.0,30.667,0.388,0.846,2.58,964,2102,373,0
11,9,99.0,0.818,0.465,0.768,3.83,46,76,12,0
6,96,576.0,16.0,0.259,0.74,1.69,149,426,88,0
86,67,5762.0,0.779,0.164,0.935,2.37,947,5386,399,1
10,21,210.0,2.1,0.362,0.819,2.11,76,172,36,0
9,534,4806.0,59.333,0.169,0.667,1.34,811,3208,607,0
10,2,20.0,0.2,0.55,0.6,11.0,11,12,1,1
10,1,10.0,0.1,1.0,1.0,10.0,10,10,1,1
10,98,980.0,9.8,0.463,0.945,2.72,454,926,167,0
8,16,128.0,2.0,0.234,0.922,1.58,30,118,19,0
3,116,348.0,38.667,0.356,0.371,62.0,124,129,2,1
10,48,480.0,4.8,0.3,0.556,2.15,144,267,67,0
11,80,880.0,7.273,0.492,0.882,4.98,433,776,87,0
31,1,31.0,0.032,1.0,1.0,31.0,31,31,1,1
49,79,3871.0,1.612,0.084,0.179,7.36,324,694,44,1
8,2,16.0,0.25,0.563,0.563,9.0,9,9,1,0
1,413,413.0,413.0,0.998,1.0,412.0,412,413,1,1
2,204,408.0,102.0,0.412,0.681,10.5,168,278,16,1
6,16,96.0,2.667,0.281,0.542,2.45,27,52,11,0
9,33,297.0,3.667,0.34,0.677,2.53,101,201,40,0
5,29,145.0,5.8,0.276,0.779,1.6,40,113,25,0
8,231,1848.0,28.875,0.21,0.543,1.65,389,1003,236,0
13,369,4797.0,28.385,0.397,0.662,4.79,1906,3176,398,0
13,433,5629.0,33.308,0.375,0.605,4.82,2109,3404,438,0
8,1,8.0,0.125,1.0,1.0,8.0,8,8,1,1
5,2,10.0,0.4,0.8,0.8,8.0,8,8,1,1
2,20,40.0,10.0,0.675,0.675,27.0,27,27,1,1
83,315,26145.0,3.795,0.295,0.594,9.21,7725,15523,839,1
24,510,12240.0,21.25,0.846,0.927,38.65,10359,11341,268,1
1,45,45.0,45.0,0.244,1.0,1.38,11,45,8,1
2,415,830.0,207.5,0.505,0.578,16.76,419,480,25,1
8,129,1032.0,16.125,0.232,0.823,1.46,239,849,164,0
160,286,45760.0,1.788,0.201,0.226,55.42,9199,10347,166,1
11,38,418.0,3.455,0.328,0.852,1.96,137,356,70,0
2,14,28.0,7.0,0.286,0.821,8.0,8,23,1,1
11,44,484.0,4.0,0.314,0.75,1.92,152,363,79,0
1,79,79.0,79.0,0.608,1.0,6.86,48,79,7,1
22,22,484.0,1.0,0.107,0.473,1.79,52,229,29,1
13,33,429.0,2.538,0.245,0.534,3.89,105,229,27,0
8,14,112.0,1.75,0.42,0.786,1.88,47,88,25,0
1,22,22.0,22.0,0.5,1.0,1.83,11,22,6,1
8,107,856.0,13.375,0.363,0.734,2.24,311,628,139,0
7,33,231.0,4.714,0.264,0.844,1.2,61,195,51,0
2,536,1072.0,268.0,0.586,0.686,21.66,628,735,29,1
7,13,91.0,1.857,0.275,0.824,1.32,25,75,19,0
7,32,224.0,4.571,0.272,0.862,1.53,61,193,40,0
9,171,1539.0,19.0,0.121,0.574,1.35,186,884,138,0
12,146,1752.0,12.167,0.091,0.128,26.67,160,225,6,1
1,17,17.0,17.0,1.0,1.0,17.0,17,17,1,1
7,13,91.0,1.857,0.341,0.846,1.82,31,77,17,0
1,75,75.0,75.0,0.92,1.0,11.5,69,75,6,1
2,6,12.0,3.0,0.667,1.0,4.0,8,12,2,1
8,12,96.0,1.5,0.458,0.927,2.2,44,89,20,0
1,44,44.0,44.0,0.25,1.0,2.2,11,44,5,1
13,1,13.0,0.077,1.0,1.0,13.0,13,13,1,1
2,22,44.0,11.0,0.477,1.0,21.0,21,44,1,1
7,228,1596.0,32.571,0.154,0.548,1.4,245,875,175,0
9,40,360.0,4.444,0.483,0.992,2.85,174,357,61,0
9,20,180.0,2.222,0.294,0.578,1.51,53,104,35,0
1,67,67.0,67.0,0.985,1.0,66.0,66,67,1,1
2,16,32.0,8.0,0.25,0.531,2.67,8,17,3,1
9,343,3087.0,38.111,0.162,0.677,1.24,499,2091,401,0
31,1,31.0,0.032,1.0,1.0,31.0,31,31,1,1
9,32,288.0,3.556,0.382,0.792,2.16,110,228,51,0
11,12,132.0,1.091,0.295,0.818,3.0,39,108,13,0
6,13,78.0,2.167,0.256,0.974,1.54,20,76,13,0
10,125,1250.0,12.5,0.456,0.862,2.92,570,1078,195,0
5,30,150.0,6.0,0.16,0.66,1.71,24,99,14,0
118,105,12390.0,0.89,0.052,0.105,3.33,642,1296,193,1
7,86,602.0,12.286,0.281,0.958,1.55,169,577,109,0
6,26,156.0,4.333,0.288,0.679,1.41,45,106,32,0
6,20,120.0,3.333,0.175,0.792,1.5,21,95,14,0
3,544,1632.0,181.33,0.326,0.406,16.12,532,662,33,1
7,35,245.0,5.0,0.339,0.833,1.93,83,204,43,0
8,63,504.0,7.875,0.333,0.734,1.58,168,370,106,0
11,272,2992.0,24.727,0.26,0.681,1.82,778,2038,428,0
7,13,91.0,1.857,0.154,0.484,2.0,14,44,7,1
1,23,23.0,23.0,0.826,1.0,19.0,19,23,1,1
10,317,3170.0,31.7,0.124,0.484,1.32,392,1535,298,0
5,13,65.0,2.6,0.431,0.923,1.87,28,60,15,0
83,315,26145.0,3.795,0.295,0.594,9.21,7725,15523,839,1
1,81,81.0,81.0,0.901,1.0,24.33,73,81,3,1
1,14,14.0,14.0,0.643,1.0,4.5,9,14,2,1
10,31,310.0,3.1,0.197,0.652,1.3,61,202,47,0
14,19,266.0,1.357,0.113,0.504,30.0,30,134,1,1
54,48,2592.0,0.889,0.143,0.264,6.85,370,685,54,1
9,10,90.0,1.111,0.144,0.522,6.5,13,47,2,1
1,69,69.0,69.0,0.667,1.0,4.18,46,69,11,1
31,1,31.0,0.032,1.0,1.0,31.0,31,31,1,1
45,79,3555.0,1.756,0.087,0.195,4.81,308,693,64,1
6,15,90.0,2.5,0.267,0.833,2.0,24,75,12,0
1,57,57.0,57.0,0.456,1.0,3.71,26,57,7,1
1,18,18.0,18.0,0.944,1.0,17.0,17,18,1,1
2,21,42.0,10.5,0.452,1.0,6.33,19,42,3,1
10,262,2620.0,26.2,0.274,0.757,1.8,719,1984,399,0
28,61,1708.0,2.179,0.172,0.509,1.97,294,870,149,1
2,535,1070.0,267.5,0.564,0.614,40.2,603,657,15,1
1,117,117.0,117.0,0.393,1.0,5.75,46,117,8,1
2,112,224.0,56.0,0.496,0.504,55.5,111,113,2,1
1,14,14.0,14.0,0.929,1.0,13.0,13,14,1,1
16,1,16.0,0.063,1.0,1.0,16.0,16,16,1,1
9,9,81.0,1.0,0.358,0.914,1.81,29,74,16,0
8,346,2768.0,43.25,0.166,0.66,1.35,459,1828,339,0
25,292,7300.0,11.68,0.479,0.954,7.58,3496,6967,461,0
2,537,1074.0,268.5,0.523,0.567,62.44,562,609,9,1
10,25,250.0,2.5,0.408,0.68,2.43,102,170,42,0
11,271,2981.0,24.636,0.278,0.728,1.99,829,2171,417,0
7,19,133.0,2.714,0.398,0.88,1.83,53,117,29,0
20,30,600.0,1.5,0.433,0.597,13.68,260,358,19,0
28,61,1708.0,2.179,0.172,0.509,1.97,294,870,149,1
2,535,1070.0,267.5,0.648,0.92,11.75,693,984,59,1
3,113,339.0,37.667,0.357,0.378,30.25,121,128,4,1
3,113,339.0,37.667,0.357,0.378,30.25,121,128,4,1
2,538,1076.0,269.0,0.519,0.684,34.88,558,736,16,1
1,199,199.0,199.0,0.945,1.0,37.6,188,199,5,1
9,36,324.0,4.0,0.552,0.926,3.51,179,300,51,0
1,17,17.0,17.0,1.0,1.0,17.0,17,17,1,1
10,22,220.0,2.2,0.318,0.777,1.79,70,171,39,0
25,169,4225.0,6.76,0.215,0.947,1.57,907,4000,579,1
163,161,26243.0,0.988,0.523,0.897,8.4,13725,23547,1634,1
10,17,170.0,1.7,0.224,0.729,2.38,38,124,16,0
1,78,78.0,78.0,0.949,1.0,24.67,74,78,3,1
2,25,50.0,12.5,0.36,1.0,4.5,18,50,4,1
1,186,186.0,186.0,0.828,1.0,9.06,154,186,17,1
81,49,3969.0,0.605,0.113,0.398,2.26,449,1580,199,1
1,62,62.0,62.0,0.984,1.0,61.0,61,62,1,1
1,63,63.0,63.0,0.587,1.0,2.31,37,63,16,1
16,341,5456.0,21.313,0.378,0.724,5.23,2060,3949,394,0
9,1,9.0,0.111,1.0,1.0,9.0,9,9,1,1
12,1,12.0,0.083,1.0,1.0,12.0,12,12,1,1
11,71,781.0,6.455,0.37,0.726,2.41,289,567,120,0
7,43,301.0,6.143,0.219,0.983,1.27,66,296,52,0
1,138,138.0,138.0,1.0,1.0,138.0,138,138,1,1
8,37,296.0,4.625,0.182,0.649,1.35,54,192,40,0
2,14,28.0,7.0,0.286,0.821,8.0,8,23,1,1
7,17,119.0,2.429,0.227,0.58,2.7,27,69,10,0
9,29,261.0,3.222,0.307,0.648,1.95,80,169,41,0
85,69,5865.0,0.812,0.165,0.441,1.44,969,2588,674,1
6,11,66.0,1.833,0.333,0.803,1.69,22,53,13,0
8,1,8.0,0.125,1.0,1.0,8.0,8,8,1,1
6,142,852.0,23.667,0.115,0.173,6.53,98,147,15,1
7,35,245.0,5.0,0.188,0.849,1.21,46,208,38,0
14,57,798.0,4.071,0.742,0.97,12.08,592,774,49,0
6,6,36.0,1.0,0.194,0.417,3.5,7,15,2,1
7,4,28.0,0.571,0.357,0.571,5.0,10,16,2,0
34,27,918.0,0.794,0.219,0.554,3.09,201,509,65,1
9,535,4815.0,59.444,0.192,0.658,1.42,926,3167,654,0
8,9,72.0,1.125,0.361,0.819,1.73,26,59,15,0
1,117,117.0,117.0,0.393,1.0,5.75,46,117,8,1
14,402,5628.0,28.714,0.399,0.631,4.75,2248,3554,473,0
31,1,31.0,0.032,1.0,1.0,31.0,31,31,1,1
11,262,2882.0,23.818,0.259,0.788,1.94,747,2271,386,0
1,159,159.0,159.0,0.994,1.0,158.0,158,159,1,1
9,37,333.0,4.111,0.526,0.898,3.18,175,299,55,0
3,286,858.0,95.333,0.406,0.427,87.0,348,366,4,1
7,123,861.0,17.571,0.265,0.626,1.66,228,539,137,0
29,31,899.0,1.069,0.463,0.726,6.93,416,653,60,1
153,442,67626.0,2.889,0.114,0.215,6.27,7689,14538,1227,1
7,14,98.0,2.0,0.408,0.939,2.5,40,92,16,0
31,105,3255.0,3.387,0.242,0.456,4.89,787,1485,161,1
1,41,41.0,41.0,0.927,1.0,12.67,38,41,3,1
1,159,159.0,159.0,0.994,1.0,158.0,158,159,1,1
9,36,324.0,4.0,0.552,0.926,3.51,179,300,51,0
9,1,9.0,0.111,1.0,1.0,9.0,9,9,1,1
28,61,1708.0,2.179,0.172,0.509,1.97,294,870,149,1
31,105,3255.0,3.387,0.242,0.456,4.89,787,1485,161,1
10,7,70.0,0.7,0.329,0.986,1.77,23,69,13,0
1,44,44.0,44.0,0.909,1.0,20.0,40,44,2,1
9,58,522.0,6.444,0.351,0.669,2.29,183,349,80,0
1,32,32.0,32.0,0.719,1.0,5.75,23,32,4,1
3,286,858.0,95.333,0.406,0.427,87.0,348,366,4,1
10,22,220.0,2.2,0.309,0.582,2.34,68,128,29,0
37,1,37.0,0.027,1.0,1.0,37.0,37,37,1,1
10,79,790.0,7.9,0.385,0.88,2.13,304,695,143,0
9,102,918.0,11.333,0.214,0.708,1.3,196,650,151,0
9,49,441.0,5.444,0.247,0.721,1.51,109,318,72,0
12,22,264.0,1.833,0.542,0.784,8.94,143,207,16,0
1,13,13.0,13.0,0.692,1.0,3.0,9,13,3,1
21,4,84.0,0.19,0.31,0.643,3.71,26,54,7,1
1,127,127.0,127.0,0.646,1.0,13.67,82,127,6,1
13,266,3458.0,20.462,0.398,0.579,4.81,1375,2003,286,0
67,30,2010.0,0.448,0.169,0.46,2.26,339,924,150,1
54,357,19278.0,6.611,0.299,0.655,6.4,5766,12626,901,1
7,5,35.0,0.714,0.514,0.8,9.0,18,28,2,0
3,550,1650.0,183.33,0.329,0.375,27.15,543,619,20,1
7,17,119.0,2.429,0.429,0.748,2.22,51,89,23,0
1,17,17.0,17.0,1.0,1.0,17.0,17,17,1,1
16,393,6288.0,24.563,0.341,0.653,5.13,2145,4103,418,0
1,8,8.0,8.0,1.0,1.0,8.0,8,8,1,1
2,16,32.0,8.0,0.25,0.531,2.67,8,17,3,1
9,83,747.0,9.222,0.371,0.727,3.3,277,543,84,0
32,106,3392.0,3.313,0.198,0.395,4.56,671,1341,147,1
1,138,138.0,138.0,1.0,1.0,138.0,138,138,1,1
5,39,195.0,7.8,0.344,0.728,2.09,67,142,32,0
1,43,43.0,43.0,0.907,1.0,9.75,39,43,4,1
1,22,22.0,22.0,0.818,1.0,4.5,18,22,4,1
10,108,1080.0,10.8,0.297,0.831,1.84,321,897,174,0
7,11,77.0,1.571,0.117,0.494,1.8,9,38,5,1
4,17,68.0,4.25,0.309,0.559,3.5,21,38,6,0
9,17,153.0,1.889,0.523,0.869,7.27,80,133,11,0
1,27,27.0,27.0,0.407,1.0,1.83,11,27,6,1
1,33,33.0,33.0,0.667,1.0,3.67,22,33,6,1
9,102,918.0,11.333,0.18,0.759,1.2,165,697,137,0
1,27,27.0,27.0,0.407,1.0,1.83,11,27,6,1
136,1,136.0,0.007,0.993,1.0,135.0,135,136,1,1
2,16,32.0,8.0,0.25,0.531,2.67,8,17,3,1
63,79,4977.0,1.254,0.338,0.345,186.78,1681,1718,9,1
15,1,15.0,0.067,1.0,1.0,15.0,15,15,1,1
44,3,132.0,0.068,0.598,0.841,2.47,79,111,32,1
4,194,776.0,48.5,0.263,0.273,34.0,204,212,6,1
1,41,41.0,41.0,0.927,1.0,12.67,38,41,3,1
12,105,1260.0,8.75,0.37,0.717,2.91,466,903,160,0
2,536,1072.0,268.0,0.537,0.622,24.0,576,667,24,1
10,11,110.0,1.1,0.427,1.0,1.52,47,110,31,0
10,93,930.0,9.3,0.206,0.794,1.48,192,738,130,0
8,16,128.0,2.0,0.258,0.945,1.18,33,121,28,0
7,6,42.0,0.857,0.333,0.643,1.75,14,27,8,0
