Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,class
95,43,68,133,56,7,130,51,18,146,159,253,156,70,3,8,189,192,1
83,40,53,115,53,6,132,53,18,140,145,247,157,84,8,6,177,183,1
87,40,57,115,49,7,134,51,18,139,152,259,154,84,12,6,181,182,1
87,47,73,137,58,10,161,43,20,163,170,373,186,75,3,7,182,193,1
90,45,74,137,56,11,157,43,20,155,174,370,183,76,1,15,183,193,1
90,46,77,140,58,11,160,43,20,158,171,373,186,76,10,10,183,192,1
90,47,73,137,58,11,161,43,20,156,170,374,185,77,11,8,183,191,1
95,42,64,127,56,7,130,51,18,143,160,250,160,78,10,17,185,190,1
91,40,62,147,60,8,128,51,17,140,159,249,153,64,10,2,197,208,1
90,46,81,138,58,11,161,43,20,160,171,371,185,76,0,9,182,193,1
88,44,84,136,55,12,154,44,19,154,174,350,164,75,7,4,185,195,1
96,40,60,117,51,6,131,52,18,145,158,254,155,81,6,3,182,183,1
93,46,83,139,58,10,161,43,20,157,180,372,186,76,0,18,184,194,1
92,35,58,139,58,6,122,55,17,128,142,222,112,64,3,17,198,203,1
93,43,80,143,58,10,151,44,19,149,173,345,160,71,8,21,187,197,1
88,44,81,139,55,11,155,44,20,158,176,351,164,74,7,16,183,193,1
90,43,82,136,55,11,155,44,19,157,176,351,162,74,2,8,186,196,1
92,44,84,133,55,11,155,44,19,158,176,351,165,75,7,12,183,196,1
91,39,59,116,48,7,134,51,18,143,158,259,154,80,8,7,184,182,1
93,40,63,125,51,7,131,51,18,144,162,249,157,76,8,10,185,184,1
93,48,85,150,64,11,157,44,20,162,179,360,187,73,4,15,184,195,1
89,46,82,149,60,11,159,43,20,160,172,362,176,74,6,14,183,194,1
91,48,80,146,62,11,158,43,20,158,169,362,188,74,8,11,185,194,1
92,48,82,150,63,11,156,44,20,165,171,353,188,74,6,13,184,194,1
94,49,83,144,61,11,159,43,20,164,171,359,188,74,7,14,185,192,1
85,36,65,120,54,5,119,56,17,131,141,210,131,72,2,14,186,190,1
91,42,66,133,57,8,123,53,18,144,154,230,160,72,6,4,193,195,1
83,36,66,119,55,5,122,55,17,129,142,218,134,78,0,10,182,186,1
87,40,55,114,53,7,132,53,18,140,142,247,158,87,0,7,176,183,1
88,44,84,135,55,11,157,43,20,157,170,353,166,76,9,16,183,195,1
93,45,84,148,57,10,156,44,20,163,180,354,188,73,2,16,184,196,1
90,43,68,157,64,9,137,48,18,143,160,284,171,69,9,4,194,202,1
91,42,67,157,64,8,135,49,18,144,158,272,169,65,4,7,192,209,1
91,44,69,155,63,8,137,48,18,144,162,281,168,72,8,9,190,196,1
90,44,72,157,64,8,137,49,18,144,158,283,168,64,5,4,198,206,1
90,44,71,154,64,8,137,49,18,144,164,279,167,68,9,4,188,195,1
90,40,80,163,63,9,146,46,19,139,167,313,143,70,8,6,198,198,1
88,40,80,150,63,9,146,45,19,144,169,316,159,71,8,13,188,197,1
90,49,84,136,55,11,157,44,20,161,173,357,186,75,5,8,183,192,1
93,49,85,136,56,11,158,43,20,163,169,366,185,76,1,14,183,192,1
85,36,55,115,56,5,119,57,17,126,140,208,128,74,7,8,181,185,1
89,37,68,143,60,8,138,48,18,130,163,284,127,71,1,5,189,195,1
89,40,79,158,64,9,144,46,19,141,168,311,145,70,8,5,189,199,1
93,41,67,131,56,8,127,53,18,145,157,238,154,73,3,7,190,193,1
95,40,67,120,48,8,138,50,18,141,161,275,144,84,11,18,182,183,1
86,43,80,138,58,10,156,44,19,157,172,350,168,74,5,15,184,194,1
89,43,83,136,54,11,154,44,19,150,175,358,163,74,4,5,185,196,1
91,44,85,160,64,11,157,43,20,152,174,358,166,72,5,6,186,198,1
89,40,55,117,52,7,132,53,18,139,151,250,153,87,3,4,177,183,1
88,34,58,142,59,6,127,52,18,130,148,245,112,63,4,9,201,206,1
85,35,62,144,60,7,129,51,18,129,147,249,111,65,1,8,198,207,1
85,35,46,114,55,3,119,57,17,121,139,207,135,87,13,2,181,184,1
94,48,83,162,65,10,156,44,20,156,176,355,183,74,5,15,184,196,1
94,46,87,174,65,10,156,43,19,153,177,356,184,72,5,14,190,202,1
92,47,82,156,63,11,160,43,20,158,173,367,177,73,7,12,186,196,1
94,48,87,162,64,10,158,43,20,158,178,365,186,74,7,14,185,196,1
97,41,66,131,56,7,129,52,18,144,158,247,157,76,4,10,187,188,1
93,49,85,134,54,11,159,43,20,163,176,368,181,77,1,6,182,194,1
92,46,78,161,63,10,160,43,19,160,173,367,180,73,5,14,185,194,1
94,48,87,162,64,10,157,43,20,157,178,361,187,74,4,15,184,195,1
90,36,66,143,59,8,132,50,18,134,154,265,120,66,6,23,195,201,1
94,48,84,156,64,10,156,44,19,160,173,356,187,74,8,15,185,195,1
94,43,86,164,66,10,154,44,19,149,169,355,174,69,7,9,186,199,1
92,43,85,162,65,11,155,44,19,152,173,355,178,73,7,14,185,195,1
93,39,57,114,48,7,134,51,18,139,154,255,151,86,11,3,182,182,1
91,44,65,158,64,9,134,49,18,143,164,272,170,71,7,13,191,195,1
89,46,83,152,64,11,156,43,20,159,170,357,175,73,5,9,185,196,1
93,45,86,162,64,11,156,43,19,158,173,359,181,73,4,12,184,195,1
93,43,85,163,68,11,156,43,19,152,173,357,176,73,12,10,186,195,1
95,46,88,174,68,12,156,43,20,154,173,355,190,69,15,20,191,201,1
91,40,62,145,60,7,128,52,18,141,149,243,150,61,13,2,203,209,1
89,46,84,141,63,11,156,44,20,159,166,354,188,74,7,16,184,194,1
86,45,83,147,58,11,153,44,20,156,170,349,182,74,12,9,186,195,1
93,43,82,136,54,10,155,44,19,150,174,356,164,74,2,8,185,196,1
84,37,50,112,55,5,121,55,17,128,138,216,146,82,7,16,181,184,1
88,47,84,133,55,11,155,44,20,159,172,353,164,74,5,3,183,193,1
89,42,85,136,57,10,153,44,19,150,174,346,161,72,6,7,185,196,1
88,44,76,127,55,11,154,44,19,150,167,351,172,76,9,6,185,195,1
90,49,79,134,56,10,158,43,20,163,173,360,187,77,6,6,182,191,1
91,40,62,147,60,8,127,52,17,139,149,247,152,62,9,1,203,210,1
92,42,69,125,52,7,139,49,18,143,162,282,162,80,6,19,182,184,1
95,44,81,160,63,10,144,47,18,148,163,301,166,64,13,5,201,206,1
90,47,77,135,56,9,157,44,20,161,169,354,177,79,6,3,183,191,1
90,48,77,133,54,11,158,44,20,164,172,359,187,77,2,5,183,193,1
89,42,85,144,59,11,152,44,19,144,173,338,163,72,9,15,187,199,1
85,44,81,142,62,11,156,44,20,162,170,352,184,75,5,13,184,193,1
89,41,85,144,60,11,151,44,19,145,172,335,162,72,4,19,188,200,1
88,42,62,150,61,8,130,51,18,142,149,249,160,63,12,4,201,208,1
91,41,66,147,61,7,128,52,18,143,151,246,158,67,13,5,196,205,1
90,42,65,123,52,7,135,51,18,144,163,259,160,78,10,14,186,187,1
87,38,73,140,60,8,137,48,18,133,167,282,128,72,3,6,189,195,1
89,47,79,131,54,11,157,44,20,160,164,354,176,74,11,10,183,192,1
90,48,83,132,56,10,157,44,20,163,169,354,183,75,1,7,182,191,1
90,48,77,133,56,10,158,44,20,166,169,365,186,76,1,8,182,192,1
95,40,62,118,51,7,135,51,18,141,157,255,154,82,15,1,183,185,1
92,40,61,120,51,7,135,51,18,141,156,262,155,81,16,11,184,185,1
90,47,75,133,54,11,160,43,20,163,175,369,174,77,1,15,182,192,1
89,40,79,162,67,9,146,46,19,139,167,311,155,71,2,12,188,198,1
93,46,86,162,64,11,159,43,20,157,175,369,183,71,11,18,189,198,1
89,48,84,133,55,11,157,44,20,163,169,365,178,76,1,10,182,192,1
91,48,84,163,66,11,159,43,20,159,179,368,176,72,1,19,185,196,1
85,39,77,153,59,7,137,49,18,139,157,289,121,64,5,19,199,207,1
90,47,78,134,56,11,160,43,20,166,174,369,176,76,1,11,182,193,1
93,43,78,159,64,8,137,48,18,144,157,281,168,63,9,7,197,209,1
