idx1,idx2,attribute_count,in_all_attrs
75,165,15,False
26,57,15,False
76,91,15,False
76,77,15,False
130,164,15,False
130,161,15,False
7,34,15,False
7,29,15,False
131,144,15,False
108,121,15,False
108,114,15,False
108,111,15,False
108,109,15,False
107,192,15,False
63,105,15,False
77,105,15,False
161,172,15,False
1,196,15,False
33,84,15,False
7,66,15,False
7,65,15,False
130,173,15,False
7,53,15,False
7,51,15,False
38,139,15,False
54,89,15,False
63,121,15,False
63,115,15,False
63,114,15,False
75,189,15,False
26,74,15,False
75,168,15,False
63,124,15,False
54,73,15,False
54,61,15,False
108,128,15,False
13,197,15,False
14,34,15,False
108,138,15,False
13,190,15,False
33,91,15,False
33,86,15,False
2,22,15,False
2,21,15,False
161,189,15,False
161,186,15,False
161,183,15,False
161,174,15,False
75,100,15,False
75,97,15,False
75,93,15,False
7,70,15,False
129,192,15,False
49,124,15,False
49,114,15,False
49,108,15,False
75,87,15,False
26,99,15,False
26,96,15,False
26,87,15,False
75,163,15,False
75,156,15,False
75,146,15,False
26,118,15,False
108,172,15,False
13,155,15,False
13,153,15,False
108,165,15,False
108,163,15,False
108,156,15,False
13,175,15,False
13,168,15,False
108,153,15,False
108,151,15,False
108,148,15,False
1,191,15,False
162,192,15,False
1,190,15,False
26,106,15,False
75,127,15,False
63,153,15,False
74,181,15,False
74,179,15,False
26,140,15,False
26,136,15,False
26,161,15,False
26,159,15,False
63,139,15,False
33,70,15,False
33,63,15,False
63,133,15,False
26,134,15,False
26,133,15,False
75,80,15,False
74,190,15,False
108,175,15,False
45,173,15,False
45,172,15,False
45,168,15,False
45,166,15,False
53,197,15,False
38,177,15,False
13,131,15,False
108,195,15,False
108,194,15,False
108,191,15,False
108,190,15,False
108,189,15,False
108,188,15,False
108,187,15,False
108,180,15,False
33,52,15,False
26,176,15,False
26,174,15,False
74,139,15,False
26,157,15,False
108,179,15,False
109,127,15,False
109,126,15,False
109,123,15,False
109,114,15,False
13,138,15,False
13,135,15,False
13,101,15,False
13,97,15,False
7,97,15,False
7,95,15,False
43,187,15,False
63,166,15,False
63,165,15,False
63,154,15,False
7,94,15,False
129,161,15,False
7,71,15,False
109,134,15,False
109,129,15,False
109,151,15,False
109,148,15,False
74,148,15,False
1,163,15,False
165,166,15,False
163,197,15,False
74,146,15,False
74,144,15,False
74,101,15,False
74,100,15,False
74,98,15,False
74,133,15,False
109,146,15,False
13,92,15,False
13,90,15,False
13,82,15,False
13,111,15,False
38,174,15,False
38,173,15,False
53,168,15,False
53,166,15,False
74,127,15,False
26,192,15,False
33,39,15,False
63,178,15,False
27,51,15,False
27,49,15,False
27,45,15,False
74,114,15,False
7,108,15,False
129,153,15,False
129,146,15,False
129,181,15,False
129,177,15,False
109,175,15,False
1,156,15,False
166,180,15,False
27,31,15,False
27,29,15,False
27,28,15,False
44,72,15,False
74,81,15,False
27,66,15,False
73,198,15,False
73,194,15,False
109,163,15,False
109,159,15,False
109,183,15,False
109,179,15,False
109,178,15,False
13,53,15,False
13,50,15,False
32,194,15,False
32,193,15,False
63,182,15,False
63,181,15,False
7,124,15,False
7,123,15,False
128,191,15,False
49,181,15,False
49,178,15,False
49,163,15,False
49,161,15,False
49,154,15,False
109,196,15,False
166,174,15,False
44,47,15,False
43,196,15,False
45,154,15,False
45,152,15,False
45,151,15,False
45,148,15,False
73,192,15,False
27,88,15,False
109,188,15,False
109,187,15,False
38,194,15,False
38,192,15,False
53,153,15,False
110,140,15,False
110,122,15,False
27,81,15,False
32,165,15,False
64,66,15,False
63,194,15,False
63,190,15,False
166,179,15,False
7,127,15,False
49,196,15,False
12,174,15,False
13,16,15,False
111,174,15,False
7,148,15,False
128,179,15,False
128,166,15,False
128,165,15,False
12,188,15,False
111,124,15,False
128,163,15,False
73,174,15,False
73,173,15,False
27,101,15,False
27,100,15,False
27,115,15,False
27,132,15,False
27,131,15,False
27,108,15,False
166,197,15,False
111,166,15,False
7,159,15,False
38,198,15,False
53,137,15,False
168,187,15,False
168,179,15,False
73,139,15,False
50,63,15,False
50,61,15,False
50,53,15,False
50,51,15,False
49,198,15,False
50,66,15,False
50,65,15,False
12,125,15,False
12,108,15,False
112,122,15,False
53,125,15,False
53,111,15,False
12,151,15,False
12,166,15,False
111,196,15,False
12,132,15,False
127,180,15,False
64,82,15,False
64,72,15,False
73,126,15,False
27,135,15,False
27,165,15,False
27,156,15,False
127,158,15,False
127,188,15,False
7,196,15,False
7,190,15,False
7,188,15,False
53,109,15,False
39,66,15,False
39,54,15,False
53,108,15,False
53,101,15,False
73,74,15,False
27,187,15,False
27,151,15,False
73,97,15,False
32,144,15,False
64,97,15,False
64,93,15,False
64,90,15,False
113,117,15,False
112,181,15,False
12,87,15,False
127,147,15,False
168,174,15,False
44,66,15,False
44,60,15,False
45,144,15,False
45,139,15,False
45,137,15,False
45,132,15,False
1,94,15,False
53,82,15,False
39,99,15,False
12,63,15,False
113,164,15,False
8,44,15,False
127,146,15,False
127,139,15,False
127,138,15,False
8,16,15,False
12,80,15,False
113,130,15,False
39,80,15,False
39,74,15,False
72,178,15,False
72,166,15,False
32,146,15,False
27,196,15,False
127,135,15,False
127,132,15,False
127,128,15,False
127,154,15,False
8,34,15,False
114,129,15,False
170,172,15,False
168,190,15,False
168,188,15,False
1,72,15,False
1,66,15,False
72,146,15,False
27,174,15,False
53,92,15,False
53,90,15,False
53,71,15,False
53,70,15,False
53,65,15,False
114,140,15,False
114,139,15,False
12,34,15,False
12,28,15,False
12,27,15,False
12,51,15,False
114,151,15,False
44,82,15,False
45,125,15,False
45,123,15,False
28,45,15,False
72,127,15,False
72,126,15,False
71,188,15,False
28,75,15,False
28,53,15,False
28,50,15,False
72,111,15,False
1,51,15,False
1,47,15,False
172,177,15,False
1,44,15,False
64,123,15,False
64,111,15,False
64,104,15,False
170,189,15,False
50,114,15,False
50,108,15,False
50,101,15,False
64,135,15,False
28,93,15,False
28,82,15,False
71,196,15,False
11,196,15,False
114,146,15,False
114,141,15,False
114,170,15,False
114,166,15,False
11,190,15,False
114,155,15,False
114,153,15,False
114,183,15,False
114,180,15,False
11,175,15,False
8,81,15,False
174,181,15,False
71,175,15,False
32,114,15,False
126,175,15,False
126,166,15,False
8,64,15,False
8,63,15,False
11,166,15,False
114,177,15,False
114,172,15,False
114,196,15,False
11,163,15,False
11,153,15,False
114,193,15,False
64,146,15,False
64,144,15,False
126,163,15,False
8,95,15,False
8,94,15,False
126,156,15,False
126,153,15,False
126,180,15,False
126,178,15,False
8,87,15,False
114,185,15,False
53,64,15,False
39,108,15,False
173,181,15,False
172,198,15,False
174,186,15,False
1,29,15,False
1,23,15,False
44,93,15,False
39,102,15,False
52,198,15,False
52,177,15,False
115,146,15,False
11,146,15,False
11,132,15,False
115,132,15,False
115,127,15,False
115,126,15,False
115,123,15,False
28,124,15,False
28,114,15,False
71,153,15,False
71,138,15,False
114,192,15,False
64,166,15,False
115,163,15,False
126,135,15,False
40,193,15,False
40,185,15,False
50,129,15,False
50,125,15,False
50,124,15,False
115,155,15,False
115,184,15,False
115,179,15,False
115,178,15,False
64,158,15,False
174,180,15,False
174,175,15,False
44,101,15,False
28,175,15,False
71,81,15,False
28,161,15,False
11,108,15,False
8,124,15,False
126,148,15,False
126,146,15,False
126,138,15,False
115,174,15,False
28,152,15,False
174,194,15,False
175,197,15,False
175,196,15,False
28,146,15,False
71,101,15,False
71,95,15,False
45,107,15,False
45,106,15,False
45,99,15,False
70,197,15,False
11,94,15,False
116,118,15,False
115,196,15,False
39,126,15,False
39,124,15,False
39,119,15,False
39,118,15,False
52,164,15,False
28,188,15,False
28,181,15,False
28,180,15,False
29,36,15,False
32,73,15,False
116,181,15,False
126,127,15,False
125,196,15,False
125,191,15,False
125,189,15,False
126,129,15,False
8,132,15,False
11,82,15,False
11,81,15,False
11,70,15,False
11,69,15,False
0,193,15,False
44,111,15,False
44,108,15,False
45,108,15,False
116,161,15,False
117,145,15,False
11,53,15,False
117,129,15,False
116,198,15,False
116,189,15,False
116,182,15,False
11,50,15,False
70,180,15,False
70,179,15,False
70,175,15,False
70,174,15,False
70,195,15,False
70,184,15,False
70,181,15,False
32,81,15,False
8,155,15,False
125,168,15,False
125,165,15,False
8,146,15,False
117,164,15,False
117,162,15,False
117,159,15,False
70,163,15,False
70,158,15,False
32,64,15,False
32,59,15,False
64,197,15,False
64,196,15,False
29,43,15,False
29,42,15,False
116,172,15,False
52,133,15,False
11,34,15,False
11,29,15,False
117,183,15,False
117,173,15,False
118,148,15,False
118,147,15,False
70,153,15,False
70,152,15,False
70,151,15,False
70,148,15,False
70,147,15,False
70,139,15,False
70,138,15,False
29,66,15,False
29,65,15,False
32,38,15,False
125,131,15,False
124,197,15,False
124,196,15,False
124,195,15,False
50,159,15,False
50,156,15,False
50,148,15,False
10,198,15,False
45,97,15,False
45,95,15,False
45,93,15,False
0,174,15,False
177,182,15,False
70,155,15,False
52,142,15,False
70,136,15,False
70,135,15,False
39,159,15,False
39,151,15,False
52,122,15,False
52,118,15,False
118,157,15,False
10,186,15,False
29,101,15,False
29,93,15,False
29,92,15,False
29,120,15,False
65,87,15,False
65,85,15,False
65,82,15,False
65,80,15,False
65,97,15,False
65,88,15,False
29,128,15,False
70,115,15,False
70,114,15,False
70,104,15,False
70,100,15,False
70,97,15,False
70,95,15,False
29,111,15,False
70,129,15,False
70,126,15,False
70,124,15,False
70,120,15,False
29,131,15,False
70,137,15,False
118,198,15,False
0,151,15,False
0,150,15,False
177,194,15,False
177,189,15,False
0,179,15,False
0,144,15,False
0,137,15,False
70,75,15,False
70,72,15,False
32,34,15,False
31,190,15,False
31,186,15,False
65,108,15,False
65,101,15,False
65,100,15,False
124,183,15,False
124,181,15,False
8,174,15,False
118,182,15,False
39,177,15,False
10,180,15,False
118,154,15,False
118,152,15,False
10,174,15,False
10,173,15,False
10,163,15,False
10,159,15,False
118,170,15,False
118,160,15,False
118,159,15,False
10,150,15,False
52,96,15,False
52,84,15,False
39,196,15,False
10,136,15,False
10,153,15,False
39,192,15,False
39,185,15,False
29,197,15,False
69,197,15,False
29,158,15,False
29,155,15,False
70,90,15,False
70,88,15,False
70,85,15,False
0,152,15,False
8,188,15,False
69,135,15,False
30,57,15,False
29,196,15,False
29,195,15,False
124,178,15,False
9,25,15,False
9,23,15,False
9,20,15,False
124,166,15,False
52,54,15,False
69,154,15,False
30,46,15,False
31,178,15,False
65,123,15,False
39,176,15,False
39,174,15,False
45,80,15,False
30,37,15,False
30,33,15,False
51,197,15,False
10,123,15,False
10,121,15,False
119,161,15,False
119,157,15,False
10,107,15,False
10,105,15,False
10,100,15,False
10,95,15,False
120,126,15,False
69,147,15,False
69,146,15,False
69,139,15,False
119,192,15,False
51,188,15,False
51,184,15,False
51,179,15,False
51,178,15,False
10,94,15,False
10,87,15,False
120,132,15,False
30,39,15,False
30,38,15,False
178,189,15,False
178,188,15,False
178,179,15,False
0,163,15,False
45,82,15,False
44,135,15,False
69,109,15,False
69,108,15,False
69,104,15,False
69,101,15,False
69,92,15,False
69,90,15,False
69,88,15,False
31,154,15,False
65,154,15,False
65,146,15,False
65,137,15,False
65,136,15,False
30,56,15,False
30,49,15,False
69,115,15,False
69,111,15,False
179,184,15,False
181,192,15,False
0,114,15,False
69,81,15,False
69,75,15,False
10,70,15,False
10,69,15,False
124,153,15,False
124,152,15,False
50,179,15,False
50,175,15,False
50,174,15,False
10,68,15,False
10,66,15,False
120,166,15,False
69,71,15,False
68,186,15,False
68,185,15,False
68,176,15,False
120,163,15,False
120,178,15,False
10,59,15,False
10,55,15,False
40,68,15,False
51,174,15,False
51,163,15,False
51,155,15,False
51,153,15,False
51,152,15,False
30,96,15,False
179,196,15,False
0,118,15,False
68,159,15,False
181,183,15,False
180,190,15,False
0,98,15,False
0,97,15,False
0,87,15,False
183,186,15,False
182,198,15,False
68,152,15,False
30,142,15,False
65,189,15,False
65,188,15,False
65,180,15,False
65,174,15,False
30,98,15,False
68,194,15,False
68,144,15,False
68,139,15,False
68,134,15,False
68,126,15,False
68,124,15,False
30,121,15,False
51,151,15,False
124,139,15,False
124,133,15,False
124,132,15,False
124,131,15,False
9,35,15,False
124,161,15,False
124,159,15,False
124,155,15,False
51,148,15,False
30,147,15,False
68,99,15,False
120,196,15,False
10,31,15,False
120,190,15,False
120,188,15,False
121,133,15,False
10,16,15,False
121,129,15,False
121,126,15,False
30,141,15,False
30,140,15,False
30,139,15,False
30,133,15,False
30,130,15,False
68,147,15,False
44,146,15,False
40,79,15,False
51,135,15,False
51,131,15,False
51,125,15,False
121,152,15,False
121,148,15,False
121,136,15,False
9,183,15,False
67,167,15,False
31,134,15,False
31,132,15,False
66,71,15,False
66,69,15,False
68,119,15,False
30,157,15,False
121,161,15,False
121,154,15,False
51,124,15,False
51,123,15,False
51,100,15,False
9,157,15,False
123,190,15,False
123,189,15,False
50,197,15,False
40,145,15,False
50,188,15,False
9,56,15,False
121,174,15,False
121,173,15,False
182,186,15,False
45,66,15,False
30,194,15,False
122,133,15,False
9,153,15,False
9,152,15,False
122,176,15,False
51,97,15,False
40,118,15,False
40,112,15,False
66,191,15,False
66,190,15,False
30,192,15,False
30,186,15,False
30,181,15,False
66,186,15,False
66,184,15,False
121,170,15,False
51,94,15,False
51,87,15,False
123,127,15,False
123,125,15,False
123,124,15,False
9,129,15,False
9,124,15,False
122,198,15,False
66,87,15,False
66,82,15,False
66,81,15,False
66,80,15,False
66,179,15,False
66,175,15,False
31,39,15,False
31,38,15,False
0,56,15,False
186,196,15,False
9,118,15,False
123,136,15,False
123,134,15,False
9,102,15,False
9,98,15,False
123,168,15,False
123,163,15,False
9,78,15,False
123,186,15,False
66,155,15,False
31,55,15,False
31,48,15,False
66,154,15,False
66,94,15,False
51,59,15,False
190,196,15,False
44,168,15,False
45,51,15,False
0,65,15,False
0,30,15,False
193,194,15,False
188,195,15,False
31,81,15,False
66,146,15,False
66,144,15,False
31,73,15,False
31,70,15,False
123,181,15,False
123,179,15,False
123,178,15,False
144,176,15,False
144,174,15,False
92,100,15,False
92,95,15,False
20,23,15,False
0,2,15,False
31,105,15,False
31,99,15,False
66,109,15,False
66,128,15,False
186,194,15,False
185,194,15,False
185,192,15,False
51,75,15,False
51,70,15,False
51,69,15,False
197,198,14,False
0,33,14,False
0,25,14,False
189,196,14,False
0,3,14,False
194,196,14,False
31,93,14,False
66,121,14,False
66,114,14,False
66,106,14,False
0,63,14,False
0,99,14,False
183,197,14,False
184,186,14,False
0,68,14,False
0,70,14,False
0,75,14,False
45,54,14,False
45,60,14,False
45,61,14,False
44,144,14,False
44,151,14,False
181,196,14,False
181,197,14,False
180,186,14,False
181,185,14,False
68,96,14,False
68,97,14,False
68,108,14,False
30,152,14,False
30,154,14,False
68,118,14,False
31,152,14,False
31,124,14,False
66,197,14,False
68,74,14,False
68,77,14,False
30,173,14,False
30,176,14,False
68,87,14,False
66,181,14,False
66,188,14,False
69,73,14,False
68,173,14,False
68,180,14,False
68,192,14,False
30,102,14,False
65,168,14,False
31,144,14,False
30,144,14,False
68,151,14,False
68,157,14,False
30,114,14,False
30,118,14,False
30,124,14,False
68,133,14,False
68,148,14,False
30,134,14,False
69,144,14,False
69,114,14,False
69,126,14,False
69,128,14,False
30,52,14,False
30,55,14,False
65,139,14,False
65,144,14,False
65,151,14,False
65,153,14,False
31,161,14,False
31,165,14,False
31,166,14,False
65,161,14,False
30,77,14,False
69,72,14,False
29,153,14,False
29,168,14,False
69,172,14,False
29,174,14,False
65,124,14,False
65,126,14,False
31,175,14,False
31,177,14,False
65,131,14,False
65,134,14,False
65,135,14,False
30,45,14,False
69,151,14,False
69,152,14,False
30,63,14,False
69,133,14,False
29,108,14,False
70,94,14,False
70,98,14,False
70,105,14,False
70,111,14,False
29,126,14,False
65,93,14,False
65,94,14,False
31,191,14,False
31,193,14,False
70,71,14,False
70,79,14,False
29,138,14,False
29,146,14,False
69,184,14,False
69,189,14,False
70,165,14,False
70,140,14,False
29,75,14,False
29,81,14,False
70,154,14,False
32,39,14,False
32,44,14,False
32,45,14,False
32,47,14,False
32,50,14,False
32,51,14,False
29,97,14,False
70,133,14,False
70,134,14,False
70,118,14,False
70,128,14,False
28,195,14,False
70,172,14,False
70,173,14,False
70,176,14,False
29,47,14,False
29,50,14,False
29,51,14,False
32,82,14,False
65,71,14,False
65,73,14,False
32,56,14,False
32,57,14,False
70,156,14,False
70,159,14,False
70,161,14,False
29,60,14,False
28,168,14,False
71,87,14,False
28,182,14,False
28,186,14,False
28,193,14,False
70,198,14,False
32,99,14,False
32,79,14,False
70,183,14,False
70,186,14,False
70,187,14,False
70,190,14,False
70,191,14,False
70,192,14,False
70,194,14,False
28,194,14,False
71,108,14,False
71,123,14,False
71,125,14,False
71,132,14,False
28,131,14,False
64,168,14,False
64,174,14,False
32,85,14,False
32,88,14,False
32,98,14,False
71,97,14,False
28,150,14,False
28,153,14,False
28,156,14,False
71,74,14,False
71,80,14,False
72,87,14,False
28,85,14,False
28,88,14,False
28,94,14,False
64,126,14,False
64,128,14,False
64,138,14,False
64,152,14,False
64,153,14,False
71,166,14,False
71,174,14,False
28,98,14,False
28,99,14,False
28,101,14,False
71,146,14,False
71,151,14,False
28,34,14,False
28,43,14,False
28,44,14,False
28,47,14,False
64,108,14,False
64,109,14,False
32,121,14,False
32,124,14,False
64,124,14,False
28,51,14,False
28,56,14,False
28,57,14,False
28,64,14,False
72,101,14,False
28,79,14,False
72,81,14,False
73,116,14,False
72,190,14,False
72,191,14,False
32,133,14,False
72,163,14,False
27,172,14,False
27,180,14,False
72,148,14,False
72,151,14,False
27,189,14,False
27,195,14,False
28,33,14,False
72,153,14,False
72,123,14,False
72,124,14,False
72,132,14,False
73,146,14,False
73,153,14,False
73,119,14,False
73,122,14,False
27,126,14,False
27,139,14,False
73,123,14,False
64,70,14,False
64,74,14,False
64,80,14,False
32,156,14,False
73,80,14,False
73,84,14,False
73,99,14,False
73,102,14,False
73,108,14,False
27,71,14,False
27,73,14,False
27,75,14,False
74,82,14,False
63,187,14,False
63,188,14,False
63,198,14,False
73,176,14,False
73,177,14,False
73,183,14,False
73,189,14,False
27,92,14,False
27,105,14,False
73,130,14,False
73,137,14,False
73,140,14,False
27,39,14,False
27,43,14,False
74,93,14,False
74,94,14,False
27,44,14,False
27,55,14,False
27,56,14,False
27,57,14,False
63,175,14,False
63,176,14,False
63,180,14,False
63,185,14,False
32,186,14,False
73,196,14,False
74,75,14,False
27,65,14,False
74,168,14,False
74,134,14,False
26,173,14,False
63,156,14,False
63,159,14,False
63,168,14,False
33,35,14,False
33,40,14,False
33,45,14,False
74,121,14,False
74,124,14,False
74,129,14,False
74,99,14,False
74,108,14,False
27,33,14,False
27,38,14,False
26,139,14,False
26,144,14,False
26,147,14,False
26,148,14,False
74,182,14,False
63,146,14,False
63,148,14,False
63,150,14,False
33,47,14,False
33,50,14,False
33,60,14,False
74,150,14,False
74,156,14,False
74,159,14,False
74,161,14,False
74,165,14,False
75,126,14,False
75,131,14,False
74,191,14,False
75,82,14,False
26,119,14,False
26,124,14,False
26,126,14,False
26,129,14,False
63,129,14,False
63,132,14,False
33,68,14,False
33,69,14,False
33,74,14,False
33,77,14,False
33,78,14,False
26,137,14,False
26,63,14,False
26,102,14,False
75,172,14,False
75,175,14,False
75,178,14,False
75,179,14,False
26,77,14,False
75,180,14,False
75,187,14,False
33,80,14,False
33,82,14,False
33,87,14,False
33,90,14,False
75,139,14,False
26,91,14,False
26,95,14,False
76,117,14,False
76,122,14,False
77,78,14,False
26,40,14,False
63,99,14,False
63,100,14,False
33,97,14,False
33,107,14,False
33,108,14,False
33,109,14,False
63,106,14,False
63,109,14,False
75,191,14,False
75,194,14,False
76,84,14,False
76,102,14,False
77,149,14,False
77,159,14,False
25,166,14,False
33,111,14,False
33,119,14,False
33,121,14,False
33,123,14,False
33,125,14,False
33,126,14,False
63,94,14,False
77,117,14,False
77,118,14,False
77,122,14,False
25,180,14,False
77,89,14,False
77,106,14,False
78,152,14,False
25,115,14,False
25,119,14,False
33,128,14,False
33,132,14,False
33,138,14,False
78,83,14,False
78,105,14,False
78,112,14,False
25,136,14,False
25,137,14,False
25,141,14,False
77,173,14,False
77,181,14,False
77,185,14,False
25,157,14,False
78,162,14,False
78,176,14,False
78,177,14,False
78,181,14,False
25,102,14,False
25,104,14,False
25,106,14,False
25,112,14,False
63,68,14,False
63,71,14,False
33,146,14,False
33,150,14,False
33,151,14,False
33,157,14,False
78,124,14,False
78,144,14,False
25,77,14,False
25,79,14,False
78,192,14,False
78,198,14,False
79,84,14,False
79,99,14,False
79,105,14,False
25,89,14,False
25,94,14,False
25,95,14,False
61,186,14,False
62,67,14,False
62,111,14,False
62,143,14,False
33,172,14,False
78,153,14,False
79,160,14,False
79,173,14,False
25,40,14,False
25,43,14,False
61,154,14,False
61,166,14,False
33,182,14,False
33,190,14,False
79,139,14,False
79,144,14,False
25,58,14,False
25,61,14,False
25,97,14,False
79,117,14,False
79,124,14,False
25,74,14,False
24,166,14,False
80,124,14,False
80,129,14,False
61,124,14,False
61,126,14,False
61,138,14,False
33,194,14,False
33,197,14,False
34,36,14,False
80,93,14,False
80,94,14,False
80,99,14,False
79,189,14,False
24,196,14,False
25,28,14,False
79,194,14,False
80,168,14,False
80,131,14,False
80,134,14,False
80,138,14,False
24,144,14,False
24,152,14,False
24,156,14,False
34,74,14,False
61,109,14,False
61,113,14,False
34,51,14,False
61,121,14,False
80,108,14,False
80,115,14,False
80,121,14,False
24,165,14,False
24,100,14,False
24,101,14,False
80,180,14,False
80,181,14,False
80,186,14,False
24,118,14,False
24,125,14,False
61,82,14,False
61,87,14,False
61,91,14,False
61,103,14,False
34,66,14,False
34,70,14,False
34,72,14,False
80,153,14,False
80,156,14,False
24,75,14,False
81,94,14,False
81,101,14,False
81,109,14,False
81,111,14,False
81,114,14,False
24,81,14,False
81,120,14,False
60,190,14,False
60,196,14,False
60,198,14,False
61,68,14,False
34,75,14,False
34,82,14,False
34,90,14,False
80,191,14,False
81,136,14,False
81,137,14,False
81,144,14,False
81,148,14,False
24,48,14,False
81,152,14,False
81,153,14,False
81,155,14,False
81,158,14,False
60,176,14,False
34,100,14,False
60,178,14,False
60,186,14,False
81,126,14,False
81,134,14,False
24,68,14,False
23,195,14,False
23,197,14,False
24,25,14,False
60,132,14,False
60,146,14,False
60,148,14,False
60,151,14,False
34,109,14,False
34,111,14,False
81,159,14,False
81,165,14,False
81,180,14,False
24,45,14,False
81,183,14,False
81,184,14,False
81,187,14,False
23,157,14,False
23,166,14,False
82,118,14,False
60,121,14,False
60,126,14,False
60,129,14,False
34,127,14,False
34,128,14,False
34,136,14,False
34,138,14,False
82,88,14,False
82,98,14,False
23,174,14,False
23,178,14,False
23,180,14,False
81,197,14,False
23,130,14,False
23,131,14,False
23,132,14,False
23,138,14,False
60,96,14,False
60,101,14,False
60,105,14,False
60,106,14,False
34,153,14,False
60,114,14,False
82,125,14,False
82,126,14,False
82,129,14,False
23,146,14,False
23,147,14,False
23,154,14,False
23,82,14,False
82,173,14,False
82,175,14,False
23,94,14,False
23,97,14,False
23,108,14,False
60,80,14,False
82,151,14,False
82,152,14,False
82,159,14,False
23,117,14,False
23,121,14,False
82,133,14,False
82,136,14,False
82,137,14,False
82,144,14,False
84,105,14,False
84,113,14,False
84,118,14,False
84,130,14,False
23,35,14,False
34,174,14,False
23,51,14,False
23,54,14,False
23,56,14,False
23,59,14,False
23,91,14,False
83,119,14,False
83,133,14,False
83,140,14,False
82,187,14,False
23,81,14,False
85,124,14,False
84,193,14,False
22,173,14,False
22,185,14,False
22,186,14,False
59,159,14,False
34,197,14,False
23,43,14,False
23,45,14,False
84,144,14,False
84,148,14,False
84,153,14,False
84,161,14,False
84,177,14,False
22,192,14,False
84,98,14,False
86,98,14,False
22,96,14,False
22,123,14,False
59,139,14,False
59,146,14,False
59,148,14,False
85,137,14,False
85,144,14,False
85,152,14,False
22,126,14,False
22,129,14,False
22,172,14,False
22,147,14,False
22,148,14,False
22,151,14,False
85,101,14,False
87,99,14,False
87,100,14,False
87,101,14,False
59,114,14,False
59,124,14,False
86,161,14,False
86,176,14,False
86,181,14,False
86,198,14,False
86,114,14,False
86,130,14,False
86,133,14,False
86,134,14,False
86,147,14,False
22,81,14,False
86,96,14,False
21,177,14,False
21,178,14,False
87,124,14,False
22,23,14,False
35,76,14,False
87,102,14,False
87,104,14,False
87,106,14,False
87,107,14,False
22,31,14,False
87,111,14,False
22,45,14,False
22,49,14,False
22,58,14,False
87,94,14,False
87,96,14,False
87,179,14,False
87,180,14,False
87,183,14,False
87,187,14,False
21,129,14,False
21,132,14,False
21,133,14,False
21,135,14,False
35,96,14,False
87,173,14,False
87,176,14,False
87,177,14,False
87,150,14,False
87,156,14,False
87,135,14,False
21,176,14,False
21,59,14,False
21,65,14,False
88,125,14,False
88,126,14,False
21,81,14,False
21,82,14,False
21,85,14,False
21,86,14,False
21,88,14,False
35,130,14,False
58,169,14,False
35,106,14,False
88,101,14,False
21,96,14,False
87,191,14,False
21,115,14,False
89,105,14,False
89,114,14,False
89,130,14,False
20,193,14,False
21,22,14,False
21,23,14,False
58,121,14,False
58,126,14,False
58,153,14,False
58,157,14,False
58,164,14,False
88,181,14,False
88,188,14,False
21,45,14,False
21,47,14,False
21,48,14,False
20,161,14,False
20,169,14,False
21,26,14,False
89,160,14,False
89,161,14,False
89,177,14,False
20,176,14,False
89,181,14,False
58,98,14,False
58,109,14,False
58,112,14,False
58,113,14,False
58,118,14,False
35,144,14,False
35,148,14,False
35,149,14,False
90,151,14,False
90,108,14,False
90,114,14,False
90,121,14,False
90,123,14,False
57,196,14,False
57,197,14,False
58,73,14,False
58,77,14,False
58,79,14,False
58,83,14,False
35,152,14,False
35,157,14,False
89,194,14,False
90,97,14,False
90,101,14,False
90,183,14,False
90,186,14,False
90,188,14,False
90,190,14,False
57,172,14,False
57,174,14,False
57,185,14,False
57,189,14,False
57,194,14,False
90,159,14,False
90,173,14,False
90,175,14,False
90,176,14,False
90,134,14,False
90,144,14,False
20,130,14,False
91,159,14,False
90,198,14,False
91,96,14,False
20,79,14,False
91,114,14,False
57,141,14,False
57,146,14,False
57,151,14,False
57,154,14,False
35,193,14,False
57,166,14,False
90,178,14,False
90,181,14,False
20,98,14,False
20,103,14,False
20,106,14,False
92,125,14,False
91,170,14,False
91,173,14,False
91,177,14,False
91,181,14,False
20,54,14,False
20,57,14,False
91,198,14,False
36,45,14,False
57,132,14,False
57,135,14,False
57,136,14,False
91,116,14,False
91,129,14,False
91,149,14,False
20,76,14,False
93,129,14,False
93,134,14,False
93,136,14,False
93,137,14,False
93,144,14,False
57,119,14,False
57,126,14,False
57,128,14,False
36,55,14,False
36,63,14,False
93,114,14,False
92,151,14,False
92,94,14,False
92,97,14,False
20,33,14,False
92,124,14,False
94,108,14,False
94,111,14,False
19,96,14,False
94,114,14,False
94,118,14,False
57,108,14,False
57,109,14,False
57,111,14,False
36,80,14,False
36,81,14,False
57,116,14,False
19,117,14,False
93,148,14,False
93,152,14,False
93,154,14,False
93,155,14,False
19,46,14,False
94,190,14,False
95,99,14,False
95,101,14,False
95,104,14,False
57,95,14,False
57,97,14,False
36,87,14,False
36,94,14,False
36,100,14,False
36,101,14,False
94,161,14,False
94,125,14,False
94,132,14,False
94,146,14,False
19,119,14,False
95,180,14,False
95,182,14,False
95,148,14,False
95,155,14,False
57,69,14,False
57,74,14,False
57,77,14,False
57,80,14,False
57,82,14,False
95,133,14,False
95,134,14,False
95,105,14,False
95,111,14,False
95,114,14,False
95,120,14,False
19,35,14,False
96,145,14,False
18,124,14,False
18,126,14,False
56,196,14,False
57,60,14,False
57,63,14,False
57,66,14,False
36,124,14,False
36,126,14,False
