tuple_pair,Attr0,Attr1,Attr2,Attr3,class
"t23,t41",0.6000000000000005,0.2999999999999998,0.1,0.0,0.0
"t23,t42",0.0999999999999996,0.2000000000000001,0.0,0.0,0.0
"t23,t43",0.2000000000000001,0.2000000000000001,0.1,0.0,0.0
"t23,t44",0.5,0.2999999999999998,0.1999999999999999,0.0,0.0
"t23,t45",0.2999999999999998,0.3999999999999999,0.0,0.1,0.0
"t23,t46",0.5999999999999996,0.5,0.3,0.0,0.0
"t23,t47",0.7999999999999998,0.2999999999999998,0.1999999999999999,0.0,0.0
"t23,t48",0.2000000000000001,0.0,0.1,0.3999999999999999,0.0
"t24,t25",0.5,0.1999999999999997,0.2000000000000001,0.0,0.0
"t24,t26",0.4000000000000003,0.2999999999999998,0.2000000000000001,0.0,0.0
"t24,t27",0.2000000000000001,0.0,0.1,0.2,0.0
"t24,t28",0.0,0.6999999999999997,0.1,0.1,0.0
"t24,t29",0.2999999999999998,0.8000000000000003,0.0,0.0,0.0
"t24,t30",0.2999999999999998,0.2999999999999998,0.1,0.1,0.0
"t24,t31",0.2000000000000001,0.1999999999999997,0.1999999999999999,0.0,0.0
"t24,t32",0.2999999999999998,0.1,0.0999999999999998,0.0,0.0
"t24,t33",0.2999999999999998,0.2999999999999998,0.1,0.1,0.0
"t24,t34",0.7999999999999998,0.3999999999999999,0.0999999999999998,0.0,0.0
"t24,t35",0.1000000000000005,0.0,0.1,0.0,0.0
"t24,t36",0.2000000000000001,0.1,0.0999999999999998,0.0999999999999999,0.0
"t24,t37",0.7000000000000002,1.1,0.0999999999999998,0.0999999999999999,0.0
"t24,t38",0.1000000000000005,0.3999999999999999,0.5,0.2,0.0
"t24,t39",0.4000000000000003,0.3999999999999999,0.0,0.0999999999999999,0.0
"t24,t40",0.1000000000000005,0.3999999999999999,0.2000000000000001,0.0,0.0
"t24,t41",0.6000000000000005,0.1999999999999997,0.0,0.0,0.0
"t24,t42",0.0999999999999996,0.3000000000000002,0.1,0.0,0.0
"t24,t43",0.2000000000000001,0.1,0.0,0.0,0.0
"t24,t44",0.5,0.1999999999999997,0.0999999999999998,0.0,0.0
"t24,t45",0.2999999999999998,0.2999999999999998,0.1,0.1,0.0
"t24,t46",0.5999999999999996,0.6000000000000001,0.1999999999999999,0.0,0.0
"t24,t47",0.7999999999999998,0.1999999999999997,0.0999999999999998,0.0,0.0
"t24,t48",0.2000000000000001,0.1,0.2000000000000001,0.3999999999999999,0.0
"t25,t26",0.0999999999999996,0.1,0.0,0.0,0.0
"t25,t27",0.7000000000000002,0.1999999999999997,0.1,0.2,0.0
"t25,t28",0.5,0.8999999999999995,0.1,0.1,0.0
"t25,t29",0.7999999999999998,1.0,0.2000000000000001,0.0,0.0
"t25,t30",0.2000000000000001,0.1,0.1,0.1,0.0
"t25,t31",0.2999999999999998,0.0,0.4000000000000001,0.0,0.0
"t25,t32",0.7999999999999998,0.2999999999999998,0.3,0.0,0.0
"t25,t33",0.2000000000000001,0.1,0.1,0.1,0.0
"t25,t34",0.2999999999999998,0.2000000000000001,0.3,0.0,0.0
"t25,t35",0.3999999999999994,0.1999999999999997,0.1,0.0,0.0
"t25,t36",0.2999999999999998,0.2999999999999998,0.3,0.0999999999999999,0.0
"t25,t37",0.2000000000000001,0.9000000000000004,0.3,0.0999999999999999,0.0
"t25,t38",0.3999999999999994,0.5999999999999996,0.2999999999999998,0.2,0.0
"t25,t39",0.0999999999999996,0.2000000000000001,0.2000000000000001,0.0999999999999999,0.0
"t25,t40",0.3999999999999994,0.5999999999999996,0.0,0.0,0.0
"t25,t41",0.1000000000000005,0.0,0.2000000000000001,0.0,0.0
"t25,t42",0.5999999999999996,0.5,0.1,0.0,0.0
"t25,t43",0.2999999999999998,0.0999999999999996,0.2000000000000001,0.0,0.0
"t25,t44",0.0,0.0,0.3,0.0,0.0
"t25,t45",0.2000000000000001,0.1,0.1,0.1,0.0
"t25,t46",1.0999999999999996,0.7999999999999998,0.4000000000000001,0.0,0.0
"t25,t47",0.2999999999999998,0.0,0.3,0.0,0.0
"t25,t48",0.2999999999999998,0.2999999999999998,0.0,0.3999999999999999,0.0
"t26,t27",0.6000000000000005,0.2999999999999998,0.1,0.2,0.0
"t26,t28",0.4000000000000003,0.9999999999999996,0.1,0.1,0.0
"t26,t29",0.7000000000000002,1.1,0.2000000000000001,0.0,0.0
"t26,t30",0.1000000000000005,0.0,0.1,0.1,0.0
"t26,t31",0.2000000000000001,0.1,0.4000000000000001,0.0,0.0
"t26,t32",0.7000000000000002,0.3999999999999999,0.3,0.0,0.0
"t26,t33",0.1000000000000005,0.0,0.1,0.1,0.0
"t26,t34",0.3999999999999994,0.1,0.3,0.0,0.0
"t26,t35",0.2999999999999998,0.2999999999999998,0.1,0.0,0.0
"t26,t36",0.2000000000000001,0.3999999999999999,0.3,0.0999999999999999,0.0
"t26,t37",0.2999999999999998,0.8000000000000003,0.3,0.0999999999999999,0.0
"t26,t38",0.2999999999999998,0.6999999999999997,0.2999999999999998,0.2,0.0
"t26,t39",0.0,0.1,0.2000000000000001,0.0999999999999999,0.0
"t26,t40",0.2999999999999998,0.6999999999999997,0.0,0.0,0.0
"t26,t41",0.2000000000000001,0.1,0.2000000000000001,0.0,0.0
"t26,t42",0.5,0.6000000000000001,0.1,0.0,0.0
"t26,t43",0.2000000000000001,0.1999999999999997,0.2000000000000001,0.0,0.0
"t26,t44",0.0999999999999996,0.1,0.3,0.0,0.0
"t26,t45",0.1000000000000005,0.0,0.1,0.1,0.0
"t26,t46",1.0,0.8999999999999999,0.4000000000000001,0.0,0.0
"t26,t47",0.3999999999999994,0.1,0.3,0.0,0.0
"t26,t48",0.2000000000000001,0.3999999999999999,0.0,0.3999999999999999,0.0
"t27,t28",0.2000000000000001,0.6999999999999997,0.0,0.3,0.0
"t27,t29",0.0999999999999996,0.8000000000000003,0.1,0.2,0.0
"t27,t30",0.5,0.2999999999999998,0.0,0.3,0.0
"t27,t31",0.4000000000000003,0.1999999999999997,0.3,0.2,0.0
"t27,t32",0.0999999999999996,0.1,0.1999999999999999,0.2,0.0
"t27,t33",0.5,0.2999999999999998,0.0,0.3,0.0
"t27,t34",1.0,0.3999999999999999,0.1999999999999999,0.2,0.0
"t27,t35",0.3000000000000007,0.0,0.0,0.2,0.0
"t27,t36",0.4000000000000003,0.1,0.1999999999999999,0.1,0.0
"t27,t37",0.9000000000000004,1.1,0.1999999999999999,0.1,0.0
"t27,t38",0.3000000000000007,0.3999999999999999,0.3999999999999999,0.0,0.0
"t27,t39",0.6000000000000005,0.3999999999999999,0.1,0.1,0.0
"t27,t40",0.3000000000000007,0.3999999999999999,0.1,0.2,0.0
"t27,t41",0.8000000000000007,0.1999999999999997,0.1,0.2,0.0
"t27,t42",0.1000000000000005,0.3000000000000002,0.0,0.2,0.0
"t27,t43",0.4000000000000003,0.1,0.1,0.2,0.0
"t27,t44",0.7000000000000002,0.1999999999999997,0.1999999999999999,0.2,0.0
"t27,t45",0.5,0.2999999999999998,0.0,0.3,0.0
"t27,t46",0.3999999999999994,0.6000000000000001,0.3,0.2,0.0
"t27,t47",1.0,0.1999999999999997,0.1999999999999999,0.2,0.0
"t27,t48",0.4000000000000003,0.1,0.1,0.1999999999999999,0.0
"t28,t29",0.2999999999999998,0.1000000000000005,0.1,0.1,0.0
"t28,t30",0.2999999999999998,0.9999999999999996,0.0,0.0,0.0
"t28,t31",0.2000000000000001,0.8999999999999995,0.3,0.1,0.0
"t28,t32",0.2999999999999998,0.5999999999999996,0.1999999999999999,0.1,0.0
"t28,t33",0.2999999999999998,0.9999999999999996,0.0,0.0,0.0
"t28,t34",0.7999999999999998,1.0999999999999996,0.1999999999999999,0.1,0.0
"t28,t35",0.1000000000000005,0.6999999999999997,0.0,0.1,0.0
"t28,t36",0.2000000000000001,0.5999999999999996,0.1999999999999999,0.1999999999999999,0.0
"t28,t37",0.7000000000000002,1.7999999999999998,0.1999999999999999,0.1999999999999999,0.0
"t28,t38",0.1000000000000005,0.2999999999999998,0.3999999999999999,0.3,0.0
"t28,t39",0.4000000000000003,1.0999999999999996,0.1,0.1999999999999999,0.0
"t28,t40",0.1000000000000005,0.2999999999999998,0.1,0.1,0.0
"t28,t41",0.6000000000000005,0.8999999999999995,0.1,0.1,0.0
"t28,t42",0.0999999999999996,0.3999999999999994,0.0,0.1,0.0
"t28,t43",0.2000000000000001,0.7999999999999998,0.1,0.1,0.0
"t28,t44",0.5,0.8999999999999995,0.1999999999999999,0.1,0.0
"t28,t45",0.2999999999999998,0.9999999999999996,0.0,0.0,0.0
"t28,t46",0.5999999999999996,0.0999999999999996,0.3,0.1,0.0
"t28,t47",0.7999999999999998,0.8999999999999995,0.1999999999999999,0.1,0.0
"t28,t48",0.2000000000000001,0.5999999999999996,0.1,0.5,0.0
"t29,t30",0.5999999999999996,1.1,0.1,0.1,0.0
"t29,t31",0.5,1.0,0.1999999999999999,0.0,0.0
"t29,t32",0.0,0.7000000000000002,0.0999999999999998,0.0,0.0
"t29,t33",0.5999999999999996,1.1,0.1,0.1,0.0
"t29,t34",1.0999999999999996,1.2000000000000002,0.0999999999999998,0.0,0.0
"t29,t35",0.4000000000000003,0.8000000000000003,0.1,0.0,0.0
"t29,t36",0.5,0.7000000000000002,0.0999999999999998,0.0999999999999999,0.0
"t29,t37",1.0,1.9000000000000004,0.0999999999999998,0.0999999999999999,0.0
"t29,t38",0.4000000000000003,0.4000000000000003,0.5,0.2,0.0
"t29,t39",0.7000000000000002,1.2000000000000002,0.0,0.0999999999999999,0.0
"t29,t40",0.4000000000000003,0.4000000000000003,0.2000000000000001,0.0,0.0
"t29,t41",0.9000000000000004,1.0,0.0,0.0,0.0
"t29,t42",0.2000000000000001,0.5,0.1,0.0,0.0
"t29,t43",0.5,0.9000000000000004,0.0,0.0,0.0
"t29,t44",0.7999999999999998,1.0,0.0999999999999998,0.0,0.0
"t29,t45",0.5999999999999996,1.1,0.1,0.1,0.0
"t29,t46",0.2999999999999998,0.2000000000000001,0.1999999999999999,0.0,0.0
"t29,t47",1.0999999999999996,1.0,0.0999999999999998,0.0,0.0
"t29,t48",0.5,0.7000000000000002,0.2000000000000001,0.3999999999999999,0.0
"t30,t31",0.0999999999999996,0.1,0.3,0.1,0.0
"t30,t32",0.5999999999999996,0.3999999999999999,0.1999999999999999,0.1,0.0
"t30,t33",0.0,0.0,0.0,0.0,0.0
"t30,t34",0.5,0.1,0.1999999999999999,0.1,0.0
"t30,t35",0.1999999999999993,0.2999999999999998,0.0,0.1,0.0
"t30,t36",0.0999999999999996,0.3999999999999999,0.1999999999999999,0.1999999999999999,0.0
"t30,t37",0.4000000000000003,0.8000000000000003,0.1999999999999999,0.1999999999999999,0.0
"t30,t38",0.1999999999999993,0.6999999999999997,0.3999999999999999,0.3,0.0
"t30,t39",0.1000000000000005,0.1,0.1,0.1999999999999999,0.0
"t30,t40",0.1999999999999993,0.6999999999999997,0.1,0.1,0.0
"t30,t41",0.3000000000000007,0.1,0.1,0.1,0.0
"t30,t42",0.3999999999999994,0.6000000000000001,0.0,0.1,0.0
"t30,t43",0.0999999999999996,0.1999999999999997,0.1,0.1,0.0
"t30,t44",0.2000000000000001,0.1,0.1999999999999999,0.1,0.0
"t30,t45",0.0,0.0,0.0,0.0,0.0
"t30,t46",0.8999999999999995,0.8999999999999999,0.3,0.1,0.0
"t30,t47",0.5,0.1,0.1999999999999999,0.1,0.0
"t30,t48",0.0999999999999996,0.3999999999999999,0.1,0.5,0.0
"t31,t32",0.5,0.2999999999999998,0.1,0.0,0.0
"t31,t33",0.0999999999999996,0.1,0.3,0.1,0.0
"t31,t34",0.5999999999999996,0.2000000000000001,0.1,0.0,0.0
"t31,t35",0.0999999999999996,0.1999999999999997,0.3,0.0,0.0
"t31,t36",0.0,0.2999999999999998,0.1,0.0999999999999999,0.0
"t31,t37",0.5,0.9000000000000004,0.1,0.0999999999999999,0.0
"t31,t38",0.0999999999999996,0.5999999999999996,0.7,0.2,0.0
"t31,t39",0.2000000000000001,0.2000000000000001,0.1999999999999999,0.0999999999999999,0.0
"t31,t40",0.0999999999999996,0.5999999999999996,0.4000000000000001,0.0,0.0
"t31,t41",0.4000000000000003,0.0,0.1999999999999999,0.0,0.0
"t31,t42",0.2999999999999998,0.5,0.3,0.0,0.0
"t31,t43",0.0,0.0999999999999996,0.1999999999999999,0.0,0.0
"t31,t44",0.2999999999999998,0.0,0.1,0.0,0.0
"t31,t45",0.0999999999999996,0.1,0.3,0.1,0.0
"t31,t46",0.7999999999999998,0.7999999999999998,0.0,0.0,0.0
"t31,t47",0.5999999999999996,0.0,0.1,0.0,0.0
"t31,t48",0.0,0.2999999999999998,0.4000000000000001,0.3999999999999999,0.0
"t32,t33",0.5999999999999996,0.3999999999999999,0.1999999999999999,0.1,0.0
"t32,t34",1.0999999999999996,0.5,0.0,0.0,0.0
"t32,t35",0.4000000000000003,0.1,0.1999999999999999,0.0,0.0
"t32,t36",0.5,0.0,0.0,0.0999999999999999,0.0
"t32,t37",1.0,1.2000000000000002,0.0,0.0999999999999999,0.0
"t32,t38",0.4000000000000003,0.2999999999999998,0.5999999999999999,0.2,0.0
"t32,t39",0.7000000000000002,0.5,0.0999999999999998,0.0999999999999999,0.0
"t32,t40",0.4000000000000003,0.2999999999999998,0.3,0.0,0.0
"t32,t41",0.9000000000000004,0.2999999999999998,0.0999999999999998,0.0,0.0
"t32,t42",0.2000000000000001,0.2000000000000001,0.1999999999999999,0.0,0.0
"t32,t43",0.5,0.2000000000000001,0.0999999999999998,0.0,0.0
"t32,t44",0.7999999999999998,0.2999999999999998,0.0,0.0,0.0
"t32,t45",0.5999999999999996,0.3999999999999999,0.1999999999999999,0.1,0.0
"t32,t46",0.2999999999999998,0.5,0.1,0.0,0.0
"t32,t47",1.0999999999999996,0.2999999999999998,0.0,0.0,0.0
"t32,t48",0.5,0.0,0.3,0.3999999999999999,0.0
"t33,t34",0.5,0.1,0.1999999999999999,0.1,0.0
"t33,t35",0.1999999999999993,0.2999999999999998,0.0,0.1,0.0
"t33,t36",0.0999999999999996,0.3999999999999999,0.1999999999999999,0.1999999999999999,0.0
"t33,t37",0.4000000000000003,0.8000000000000003,0.1999999999999999,0.1999999999999999,0.0
"t33,t38",0.1999999999999993,0.6999999999999997,0.3999999999999999,0.3,0.0
"t33,t39",0.1000000000000005,0.1,0.1,0.1999999999999999,0.0
"t33,t40",0.1999999999999993,0.6999999999999997,0.1,0.1,0.0
"t33,t41",0.3000000000000007,0.1,0.1,0.1,0.0
"t33,t42",0.3999999999999994,0.6000000000000001,0.0,0.1,0.0
"t33,t43",0.0999999999999996,0.1999999999999997,0.1,0.1,0.0
"t33,t44",0.2000000000000001,0.1,0.1999999999999999,0.1,0.0
"t33,t45",0.0,0.0,0.0,0.0,0.0
"t33,t46",0.8999999999999995,0.8999999999999999,0.3,0.1,0.0
"t33,t47",0.5,0.1,0.1999999999999999,0.1,0.0
"t33,t48",0.0999999999999996,0.3999999999999999,0.1,0.5,0.0
"t34,t35",0.6999999999999993,0.3999999999999999,0.1999999999999999,0.0,0.0
"t34,t36",0.5999999999999996,0.5,0.0,0.0999999999999999,0.0
"t34,t37",0.0999999999999996,0.7000000000000002,0.0,0.0999999999999999,0.0
"t34,t38",0.6999999999999993,0.7999999999999998,0.5999999999999999,0.2,0.0
"t34,t39",0.3999999999999994,0.0,0.0999999999999998,0.0999999999999999,0.0
"t34,t40",0.6999999999999993,0.7999999999999998,0.3,0.0,0.0
"t34,t41",0.1999999999999993,0.2000000000000001,0.0999999999999998,0.0,0.0
"t34,t42",0.8999999999999995,0.7000000000000002,0.1999999999999999,0.0,0.0
"t34,t43",0.5999999999999996,0.2999999999999998,0.0999999999999998,0.0,0.0
"t34,t44",0.2999999999999998,0.2000000000000001,0.0,0.0,0.0
"t34,t45",0.5,0.1,0.1999999999999999,0.1,0.0
"t34,t46",1.3999999999999997,1.0,0.1,0.0,0.0
"t34,t47",0.0,0.2000000000000001,0.0,0.0,0.0
"t34,t48",0.5999999999999996,0.5,0.3,0.3999999999999999,0.0
"t35,t36",0.0999999999999996,0.1,0.1999999999999999,0.0999999999999999,0.0
"t35,t37",0.5999999999999996,1.1,0.1999999999999999,0.0999999999999999,0.0
"t35,t38",0.0,0.3999999999999999,0.3999999999999999,0.2,0.0
"t35,t39",0.2999999999999998,0.3999999999999999,0.1,0.0999999999999999,0.0
"t35,t40",0.0,0.3999999999999999,0.1,0.0,0.0
"t35,t41",0.5,0.1999999999999997,0.1,0.0,0.0
"t35,t42",0.2000000000000001,0.3000000000000002,0.0,0.0,0.0
"t35,t43",0.0999999999999996,0.1,0.1,0.0,0.0
"t35,t44",0.3999999999999994,0.1999999999999997,0.1999999999999999,0.0,0.0
"t35,t45",0.1999999999999993,0.2999999999999998,0.0,0.1,0.0
"t35,t46",0.7000000000000002,0.6000000000000001,0.3,0.0,0.0
"t35,t47",0.6999999999999993,0.1999999999999997,0.1999999999999999,0.0,0.0
"t35,t48",0.0999999999999996,0.1,0.1,0.3999999999999999,0.0
"t36,t37",0.5,1.2000000000000002,0.0,0.0,0.0
"t36,t38",0.0999999999999996,0.2999999999999998,0.5999999999999999,0.1,0.0
"t36,t39",0.2000000000000001,0.5,0.0999999999999998,0.0,0.0
"t36,t40",0.0999999999999996,0.2999999999999998,0.3,0.0999999999999999,0.0
"t36,t41",0.4000000000000003,0.2999999999999998,0.0999999999999998,0.0999999999999999,0.0
"t36,t42",0.2999999999999998,0.2000000000000001,0.1999999999999999,0.0999999999999999,0.0
"t36,t43",0.0,0.2000000000000001,0.0999999999999998,0.0999999999999999,0.0
"t36,t44",0.2999999999999998,0.2999999999999998,0.0,0.0999999999999999,0.0
"t36,t45",0.0999999999999996,0.3999999999999999,0.1999999999999999,0.1999999999999999,0.0
"t36,t46",0.7999999999999998,0.5,0.1,0.0999999999999999,0.0
"t36,t47",0.5999999999999996,0.2999999999999998,0.0,0.0999999999999999,0.0
"t36,t48",0.0,0.0,0.3,0.3,0.0
"t37,t38",0.5999999999999996,1.5,0.5999999999999999,0.1,0.0
"t37,t39",0.2999999999999998,0.7000000000000002,0.0999999999999998,0.0,0.0
"t37,t40",0.5999999999999996,1.5,0.3,0.0999999999999999,0.0
"t37,t41",0.0999999999999996,0.9000000000000004,0.0999999999999998,0.0999999999999999,0.0
"t37,t42",0.7999999999999998,1.4000000000000004,0.1999999999999999,0.0999999999999999,0.0
"t37,t43",0.5,1.0,0.0999999999999998,0.0999999999999999,0.0
"t37,t44",0.2000000000000001,0.9000000000000004,0.0,0.0999999999999999,0.0
"t37,t45",0.4000000000000003,0.8000000000000003,0.1999999999999999,0.1999999999999999,0.0
"t37,t46",1.2999999999999998,1.7000000000000002,0.1,0.0999999999999999,0.0
"t37,t47",0.0999999999999996,0.9000000000000004,0.0,0.0999999999999999,0.0
"t37,t48",0.5,1.2000000000000002,0.3,0.3,0.0
"t38,t39",0.2999999999999998,0.7999999999999998,0.5,0.1,0.0
"t38,t40",0.0,0.0,0.2999999999999998,0.2,0.0
"t38,t41",0.5,0.5999999999999996,0.5,0.2,0.0
"t38,t42",0.2000000000000001,0.0999999999999996,0.3999999999999999,0.2,0.0
"t38,t43",0.0999999999999996,0.5,0.5,0.2,0.0
"t38,t44",0.3999999999999994,0.5999999999999996,0.5999999999999999,0.2,0.0
"t38,t45",0.1999999999999993,0.6999999999999997,0.3999999999999999,0.3,0.0
"t38,t46",0.7000000000000002,0.2000000000000001,0.7,0.2,0.0
"t38,t47",0.6999999999999993,0.5999999999999996,0.5999999999999999,0.2,0.0
"t38,t48",0.0999999999999996,0.2999999999999998,0.2999999999999998,0.1999999999999999,0.0
"t39,t40",0.2999999999999998,0.7999999999999998,0.2000000000000001,0.0999999999999999,0.0
"t39,t41",0.2000000000000001,0.2000000000000001,0.0,0.0999999999999999,0.0
"t39,t42",0.5,0.7000000000000002,0.1,0.0999999999999999,0.0
"t39,t43",0.2000000000000001,0.2999999999999998,0.0,0.0999999999999999,0.0
"t39,t44",0.0999999999999996,0.2000000000000001,0.0999999999999998,0.0999999999999999,0.0
"t39,t45",0.1000000000000005,0.1,0.1,0.1999999999999999,0.0
"t39,t46",1.0,1.0,0.1999999999999999,0.0999999999999999,0.0
"t39,t47",0.3999999999999994,0.2000000000000001,0.0999999999999998,0.0999999999999999,0.0
"t39,t48",0.2000000000000001,0.5,0.2000000000000001,0.3,0.0
"t40,t41",0.5,0.5999999999999996,0.2000000000000001,0.0,0.0
"t40,t42",0.2000000000000001,0.0999999999999996,0.1,0.0,0.0
"t40,t43",0.0999999999999996,0.5,0.2000000000000001,0.0,0.0
"t40,t44",0.3999999999999994,0.5999999999999996,0.3,0.0,0.0
"t40,t45",0.1999999999999993,0.6999999999999997,0.1,0.1,0.0
"t40,t46",0.7000000000000002,0.2000000000000001,0.4000000000000001,0.0,0.0
"t40,t47",0.6999999999999993,0.5999999999999996,0.3,0.0,0.0
"t40,t48",0.0999999999999996,0.2999999999999998,0.0,0.3999999999999999,0.0
"t41,t42",0.7000000000000002,0.5,0.1,0.0,0.0
"t41,t43",0.4000000000000003,0.0999999999999996,0.0,0.0,0.0
"t41,t44",0.1000000000000005,0.0,0.0999999999999998,0.0,0.0
"t41,t45",0.3000000000000007,0.1,0.1,0.1,0.0
"t41,t46",1.2000000000000002,0.7999999999999998,0.1999999999999999,0.0,0.0
"t41,t47",0.1999999999999993,0.0,0.0999999999999998,0.0,0.0
"t41,t48",0.4000000000000003,0.2999999999999998,0.2000000000000001,0.3999999999999999,0.0
"t42,t43",0.2999999999999998,0.4000000000000003,0.1,0.0,0.0
"t42,t44",0.5999999999999996,0.5,0.1999999999999999,0.0,0.0
"t42,t45",0.3999999999999994,0.6000000000000001,0.0,0.1,0.0
"t42,t46",0.5,0.2999999999999998,0.3,0.0,0.0
"t42,t47",0.8999999999999995,0.5,0.1999999999999999,0.0,0.0
"t42,t48",0.2999999999999998,0.2000000000000001,0.1,0.3999999999999999,0.0
"t43,t44",0.2999999999999998,0.0999999999999996,0.0999999999999998,0.0,0.0
"t43,t45",0.0999999999999996,0.1999999999999997,0.1,0.1,0.0
"t43,t46",0.7999999999999998,0.7000000000000002,0.1999999999999999,0.0,0.0
"t43,t47",0.5999999999999996,0.0999999999999996,0.0999999999999998,0.0,0.0
"t43,t48",0.0,0.2000000000000001,0.2000000000000001,0.3999999999999999,0.0
"t44,t45",0.2000000000000001,0.1,0.1999999999999999,0.1,0.0
"t44,t46",1.0999999999999996,0.7999999999999998,0.1,0.0,0.0
"t44,t47",0.2999999999999998,0.0,0.0,0.0,0.0
"t44,t48",0.2999999999999998,0.2999999999999998,0.3,0.3999999999999999,0.0
"t45,t46",0.8999999999999995,0.8999999999999999,0.3,0.1,0.0
"t45,t47",0.5,0.1,0.1999999999999999,0.1,0.0
"t45,t48",0.0999999999999996,0.3999999999999999,0.1,0.5,0.0
"t46,t47",1.3999999999999997,0.7999999999999998,0.1,0.0,0.0
"t46,t48",0.7999999999999998,0.5,0.4000000000000001,0.3999999999999999,0.0
"t47,t48",0.5999999999999996,0.2999999999999998,0.3,0.3999999999999999,0.0
"t0,t49",0.11000000000000032,0.020000000000000018,0.08000000000000007,0.0,
"t1,t49",0.1900000000000004,0.08000000000000007,0.020000000000000018,0.0,
"t2,t49",0.20999999999999996,0.5800000000000001,0.08000000000000007,0.0,
"t3,t49",0.6100000000000003,0.8799999999999999,0.21999999999999997,0.2,
"t4,t49",0.1900000000000004,0.3799999999999999,0.08000000000000007,0.09999999999999998,
"t5,t49",0.20999999999999996,0.3799999999999999,0.020000000000000018,0.0,
"t6,t49",0.3899999999999997,0.1200000000000001,0.08000000000000007,0.0,
"t7,t49",0.6100000000000003,0.6800000000000002,0.020000000000000018,0.0,
"t8,t49",0.009999999999999787,0.3799999999999999,0.1200000000000001,0.0,
"t9,t49",0.009999999999999787,0.020000000000000018,0.08000000000000007,0.1,
"t10,t49",0.4900000000000002,0.020000000000000018,0.3799999999999999,0.1,
"t11,t49",0.9100000000000001,1.3800000000000003,0.020000000000000018,0.2,
"t12,t49",0.6100000000000003,0.8799999999999999,0.17999999999999994,0.2,
"t13,t49",0.3099999999999996,0.48,0.08000000000000007,0.09999999999999998,
"t14,t49",0.9100000000000001,0.7799999999999998,0.21999999999999997,0.09999999999999998,
"t15,t49",0.3099999999999996,0.7799999999999998,0.020000000000000018,0.09999999999999998,
"t16,t49",0.6100000000000003,0.3799999999999999,0.21999999999999997,0.0,
"t17,t49",0.3099999999999996,0.6800000000000002,0.020000000000000018,0.2,
"t18,t49",0.1900000000000004,0.5800000000000001,0.48,0.0,
"t19,t49",0.3099999999999996,0.2799999999999998,0.21999999999999997,0.3,
"t20,t49",0.009999999999999787,0.3799999999999999,0.41999999999999993,0.0,
"t21,t49",0.20999999999999996,0.020000000000000018,0.1200000000000001,0.0,
"t22,t49",0.20999999999999996,0.3799999999999999,0.1200000000000001,0.2,
"t23,t49",0.41000000000000014,0.48,0.020000000000000018,0.0,
"t24,t49",0.41000000000000014,0.3799999999999999,0.08000000000000007,0.0,
"t25,t49",0.08999999999999986,0.18000000000000016,0.1200000000000001,0.0,
"t26,t49",0.009999999999999787,0.08000000000000007,0.1200000000000001,0.0,
"t27,t49",0.6100000000000003,0.3799999999999999,0.020000000000000018,0.2,
"t28,t49",0.41000000000000014,1.0799999999999996,0.020000000000000018,0.1,
"t29,t49",0.71,1.1800000000000002,0.08000000000000007,0.0,
"t30,t49",0.11000000000000032,0.08000000000000007,0.020000000000000018,0.1,
"t31,t49",0.20999999999999996,0.18000000000000016,0.28,0.0,
"t32,t49",0.71,0.48,0.17999999999999994,0.0,
"t33,t49",0.11000000000000032,0.08000000000000007,0.020000000000000018,0.1,
"t34,t49",0.3899999999999997,0.020000000000000018,0.17999999999999994,0.0,
"t35,t49",0.3099999999999996,0.3799999999999999,0.020000000000000018,0.0,
"t36,t49",0.20999999999999996,0.48,0.17999999999999994,0.09999999999999998,
"t37,t49",0.29000000000000004,0.7200000000000002,0.17999999999999994,0.09999999999999998,
"t38,t49",0.3099999999999996,0.7799999999999998,0.41999999999999993,0.2,
"t39,t49",0.009999999999999787,0.020000000000000018,0.08000000000000007,0.09999999999999998,
"t40,t49",0.3099999999999996,0.7799999999999998,0.1200000000000001,0.0,
"t41,t49",0.1900000000000004,0.18000000000000016,0.08000000000000007,0.0,
"t42,t49",0.5099999999999998,0.6800000000000002,0.020000000000000018,0.0,
"t43,t49",0.20999999999999996,0.2799999999999998,0.08000000000000007,0.0,
"t44,t49",0.08999999999999986,0.18000000000000016,0.17999999999999994,0.0,
"t45,t49",0.11000000000000032,0.08000000000000007,0.020000000000000018,0.1,
"t46,t49",1.0099999999999998,0.98,0.28,0.0,
"t47,t49",0.3899999999999997,0.18000000000000016,0.17999999999999994,0.0,
"t48,t49",0.20999999999999996,0.48,0.1200000000000001,0.39999999999999997,
"t0,t50",0.09999999999999964,0.4700000000000002,0.0,0.0,
"t1,t50",0.40000000000000036,0.3700000000000001,0.10000000000000009,0.0,
"t2,t50",0.0,0.1299999999999999,0.0,0.0,
"t3,t50",0.40000000000000036,0.4299999999999997,0.30000000000000004,0.2,
"t4,t50",0.40000000000000036,0.07000000000000028,0.0,0.09999999999999998,
"t5,t50",0.0,0.07000000000000028,0.10000000000000009,0.0,
"t6,t50",0.5999999999999996,0.5700000000000003,0.0,0.0,
"t7,t50",0.40000000000000036,0.22999999999999998,0.10000000000000009,0.0,
"t8,t50",0.20000000000000018,0.07000000000000028,0.20000000000000018,0.0,
"t9,t50",0.20000000000000018,0.4700000000000002,0.0,0.1,
"t10,t50",0.7000000000000002,0.4700000000000002,0.2999999999999998,0.1,
