tuple_pair,Attr0,Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,class
"t21,t212",0.0,5.0,5.0,4.0,3.0,2.0,3.0,9.0,6.0,0.0
"t21,t213",5.0,5.0,5.0,1.0,4.0,3.0,3.0,3.0,0.0,0.0
"t21,t214",5.0,5.0,5.0,3.0,1.0,5.0,1.0,9.0,1.0,0.0
"t21,t215",6.0,3.0,1.0,2.0,5.0,4.0,3.0,5.0,0.0,0.0
"t21,t216",6.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,0.0,0.0
"t21,t217",5.0,1.0,0.0,0.0,2.0,7.0,4.0,0.0,0.0,0.0
"t21,t218",1.0,1.0,0.0,4.0,2.0,2.0,3.0,7.0,0.0,0.0
"t21,t219",0.0,5.0,5.0,4.0,2.0,7.0,1.0,7.0,7.0,0.0
"t21,t220",3.0,2.0,1.0,2.0,5.0,5.0,4.0,1.0,6.0,0.0
"t21,t221",5.0,2.0,0.0,5.0,0.0,2.0,2.0,2.0,0.0,0.0
"t21,t222",0.0,3.0,5.0,4.0,2.0,7.0,4.0,0.0,9.0,0.0
"t21,t223",2.0,2.0,1.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0
"t21,t224",0.0,5.0,5.0,3.0,2.0,2.0,2.0,9.0,0.0,0.0
"t21,t225",1.0,5.0,5.0,5.0,2.0,0.0,4.0,2.0,0.0,0.0
"t21,t226",2.0,3.0,4.0,2.0,3.0,2.0,0.0,7.0,0.0,0.0
"t21,t227",2.0,1.0,5.0,1.0,4.0,4.0,0.0,9.0,0.0,0.0
"t21,t228",0.0,5.0,5.0,1.0,1.0,2.0,0.0,9.0,9.0,0.0
"t21,t229",0.0,3.0,1.0,2.0,4.0,2.0,4.0,9.0,3.0,0.0
"t21,t230",3.0,1.0,2.0,4.0,3.0,2.0,0.0,3.0,5.0,0.0
"t21,t231",0.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0
"t21,t232",2.0,0.0,0.0,1.0,6.0,2.0,3.0,2.0,0.0,0.0
"t21,t233",0.0,2.0,0.0,2.0,5.0,1.0,4.0,4.0,2.0,0.0
"t21,t234",0.0,1.0,0.0,2.0,5.0,3.0,0.0,2.0,0.0,0.0
"t21,t235",0.0,5.0,3.0,4.0,2.0,3.0,3.0,2.0,0.0,0.0
"t21,t236",3.0,1.0,5.0,1.0,5.0,2.0,2.0,9.0,1.0,0.0
"t21,t237",0.0,1.0,2.0,4.0,5.0,2.0,0.0,0.0,1.0,0.0
"t21,t238",5.0,5.0,5.0,4.0,4.0,2.0,2.0,5.0,2.0,0.0
"t22,t23",2.0,4.0,4.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0
"t22,t24",2.0,4.0,2.0,2.0,1.0,4.0,2.0,2.0,3.0,0.0
"t22,t25",5.0,4.0,3.0,2.0,2.0,5.0,2.0,5.0,0.0,0.0
"t22,t26",1.0,1.0,1.0,1.0,2.0,3.0,2.0,5.0,0.0,0.0
"t22,t27",5.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0
"t22,t28",1.0,4.0,4.0,2.0,6.0,3.0,0.0,3.0,0.0,0.0
"t22,t29",4.0,3.0,2.0,2.0,1.0,3.0,0.0,3.0,0.0,0.0
"t22,t30",0.0,2.0,4.0,2.0,1.0,3.0,1.0,3.0,9.0,0.0
"t22,t31",5.0,3.0,2.0,2.0,4.0,5.0,1.0,3.0,0.0,0.0
"t22,t32",2.0,3.0,2.0,0.0,0.0,4.0,5.0,3.0,7.0,0.0
"t22,t33",4.0,4.0,4.0,5.0,6.0,3.0,4.0,2.0,9.0,0.0
"t22,t34",0.0,0.0,2.0,2.0,1.0,1.0,0.0,4.0,2.0,0.0
"t22,t35",7.0,1.0,1.0,5.0,4.0,4.0,4.0,4.0,6.0,0.0
"t22,t36",5.0,4.0,0.0,2.0,6.0,1.0,1.0,4.0,9.0,0.0
"t22,t37",7.0,3.0,0.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0
"t22,t38",7.0,0.0,0.0,3.0,1.0,5.0,3.0,2.0,2.0,0.0
"t22,t39",1.0,0.0,3.0,1.0,6.0,1.0,1.0,3.0,9.0,0.0
"t22,t40",3.0,1.0,0.0,7.0,1.0,5.0,4.0,3.0,3.0,0.0
"t22,t41",0.0,3.0,1.0,2.0,6.0,0.0,0.0,4.0,1.0,0.0
"t22,t42",8.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0
"t22,t43",2.0,4.0,3.0,2.0,2.0,2.0,4.0,5.0,0.0,0.0
"t22,t44",0.0,4.0,4.0,5.0,2.0,5.0,1.0,5.0,0.0,0.0
"t22,t45",9.0,0.0,2.0,7.0,4.0,5.0,2.0,1.0,0.0,0.0
"t22,t46",4.0,1.0,2.0,1.0,1.0,4.0,4.0,2.0,2.0,0.0
"t22,t47",2.0,0.0,2.0,0.0,1.0,4.0,0.0,5.0,0.0,0.0
"t22,t48",0.0,3.0,3.0,7.0,2.0,5.0,4.0,3.0,2.0,0.0
"t22,t49",0.0,4.0,4.0,0.0,6.0,3.0,5.0,5.0,0.0,0.0
"t22,t50",6.0,1.0,1.0,7.0,0.0,5.0,4.0,1.0,7.0,0.0
"t22,t51",0.0,4.0,4.0,1.0,6.0,5.0,2.0,3.0,2.0,0.0
"t22,t52",5.0,2.0,0.0,4.0,5.0,2.0,5.0,4.0,0.0,0.0
"t22,t53",3.0,1.0,3.0,4.0,0.0,5.0,4.0,1.0,4.0,0.0
"t22,t54",2.0,3.0,1.0,1.0,1.0,5.0,2.0,0.0,1.0,0.0
"t22,t55",5.0,4.0,2.0,7.0,4.0,5.0,0.0,0.0,2.0,0.0
"t22,t56",1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0
"t22,t57",7.0,2.0,1.0,1.0,2.0,3.0,1.0,5.0,0.0,0.0
"t22,t58",2.0,2.0,1.0,1.0,6.0,5.0,4.0,2.0,6.0,0.0
"t22,t59",3.0,4.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,0.0
"t22,t60",0.0,4.0,2.0,3.0,0.0,0.0,5.0,4.0,0.0,0.0
"t22,t61",5.0,1.0,1.0,3.0,1.0,5.0,0.0,5.0,0.0,0.0
"t22,t62",1.0,3.0,4.0,0.0,2.0,5.0,4.0,4.0,5.0,0.0
"t22,t63",0.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,0.0
"t22,t64",5.0,0.0,1.0,5.0,4.0,5.0,0.0,4.0,2.0,0.0
"t22,t65",4.0,4.0,4.0,7.0,4.0,5.0,7.0,4.0,6.0,0.0
"t22,t66",2.0,0.0,1.0,1.0,1.0,5.0,3.0,5.0,0.0,0.0
"t22,t67",5.0,2.0,1.0,4.0,6.0,5.0,2.0,1.0,0.0,0.0
"t22,t68",5.0,4.0,4.0,0.0,4.0,4.0,2.0,4.0,2.0,0.0
"t22,t69",5.0,3.0,3.0,0.0,2.0,5.0,0.0,5.0,0.0,0.0
"t22,t70",5.0,2.0,2.0,5.0,1.0,5.0,4.0,2.0,0.0,0.0
"t22,t71",9.0,1.0,2.0,3.0,1.0,3.0,4.0,4.0,0.0,0.0
"t22,t72",0.0,1.0,0.0,7.0,2.0,5.0,4.0,1.0,9.0,0.0
"t22,t73",5.0,2.0,2.0,7.0,1.0,3.0,6.0,4.0,0.0,0.0
"t22,t74",0.0,4.0,4.0,5.0,2.0,3.0,4.0,4.0,0.0,0.0
"t22,t75",3.0,1.0,4.0,7.0,6.0,5.0,1.0,4.0,2.0,0.0
"t22,t76",1.0,1.0,1.0,2.0,1.0,5.0,4.0,2.0,2.0,0.0
"t22,t77",0.0,2.0,2.0,1.0,6.0,5.0,5.0,5.0,0.0,0.0
"t22,t78",5.0,4.0,4.0,6.0,2.0,5.0,4.0,4.0,4.0,0.0
"t22,t79",0.0,4.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0
"t22,t80",2.0,4.0,4.0,7.0,1.0,5.0,5.0,4.0,5.0,0.0
"t22,t81",2.0,4.0,2.0,5.0,0.0,3.0,4.0,1.0,0.0,0.0
"t22,t82",0.0,4.0,4.0,7.0,3.0,5.0,4.0,4.0,3.0,0.0
"t22,t83",0.0,4.0,4.0,7.0,1.0,5.0,7.0,0.0,0.0,0.0
"t22,t84",2.0,1.0,2.0,4.0,1.0,0.0,2.0,4.0,1.0,0.0
"t22,t85",4.0,4.0,1.0,4.0,2.0,1.0,5.0,4.0,1.0,0.0
"t22,t86",0.0,0.0,2.0,0.0,6.0,5.0,6.0,4.0,0.0,0.0
"t22,t87",6.0,5.0,5.0,0.0,3.0,0.0,1.0,5.0,0.0,0.0
"t22,t88",3.0,1.0,0.0,0.0,1.0,3.0,4.0,2.0,0.0,0.0
"t22,t89",0.0,1.0,1.0,3.0,1.0,5.0,4.0,3.0,1.0,0.0
"t22,t90",0.0,1.0,1.0,1.0,0.0,5.0,5.0,3.0,0.0,0.0
"t22,t91",2.0,3.0,3.0,2.0,1.0,0.0,4.0,1.0,0.0,0.0
"t22,t92",3.0,2.0,1.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0
"t22,t93",4.0,2.0,1.0,2.0,2.0,3.0,5.0,3.0,1.0,0.0
"t22,t94",0.0,2.0,1.0,2.0,1.0,5.0,1.0,5.0,0.0,0.0
"t22,t95",0.0,2.0,2.0,1.0,4.0,5.0,1.0,2.0,9.0,0.0
"t22,t96",1.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,3.0,0.0
"t22,t97",2.0,4.0,4.0,5.0,2.0,4.0,0.0,4.0,9.0,0.0
"t22,t98",0.0,2.0,3.0,1.0,1.0,5.0,2.0,3.0,1.0,0.0
"t22,t99",2.0,4.0,4.0,5.0,1.0,5.0,4.0,2.0,0.0,0.0
"t22,t100",2.0,2.0,2.0,2.0,2.0,4.0,0.0,3.0,0.0,0.0
"t22,t101",0.0,2.0,2.0,7.0,2.0,5.0,2.0,3.0,2.0,0.0
"t22,t102",4.0,4.0,4.0,1.0,4.0,5.0,4.0,3.0,2.0,0.0
"t22,t103",5.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0
"t22,t104",0.0,1.0,2.0,7.0,1.0,5.0,2.0,5.0,2.0,0.0
"t22,t105",5.0,4.0,4.0,3.0,6.0,5.0,7.0,0.0,4.0,0.0
"t22,t106",0.0,2.0,2.0,7.0,2.0,5.0,2.0,1.0,0.0,0.0
"t22,t107",3.0,3.0,2.0,7.0,6.0,2.0,2.0,3.0,2.0,0.0
"t22,t108",0.0,4.0,0.0,0.0,1.0,5.0,1.0,3.0,1.0,0.0
"t22,t109",7.0,3.0,1.0,1.0,1.0,5.0,4.0,5.0,0.0,0.0
"t22,t110",0.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,7.0,0.0
"t22,t111",2.0,2.0,1.0,2.0,1.0,5.0,0.0,3.0,1.0,0.0
"t22,t112",7.0,3.0,1.0,1.0,1.0,5.0,4.0,5.0,0.0,0.0
"t22,t113",3.0,4.0,2.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0
"t22,t114",0.0,1.0,1.0,0.0,1.0,2.0,0.0,3.0,7.0,0.0
"t22,t115",9.0,2.0,3.0,7.0,0.0,5.0,2.0,0.0,0.0,0.0
"t22,t116",0.0,2.0,0.0,2.0,2.0,5.0,2.0,3.0,0.0,0.0
"t22,t117",3.0,2.0,1.0,7.0,2.0,5.0,0.0,2.0,1.0,0.0
"t22,t118",2.0,4.0,4.0,7.0,4.0,5.0,7.0,1.0,2.0,0.0
"t22,t119",0.0,4.0,4.0,7.0,6.0,5.0,1.0,4.0,9.0,0.0
"t22,t120",4.0,5.0,3.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0
"t22,t121",5.0,0.0,0.0,5.0,2.0,5.0,1.0,4.0,3.0,0.0
"t22,t122",0.0,2.0,2.0,3.0,2.0,5.0,1.0,3.0,0.0,0.0
"t22,t123",5.0,1.0,1.0,5.0,2.0,5.0,4.0,2.0,0.0,0.0
"t22,t124",1.0,5.0,4.0,3.0,0.0,5.0,4.0,1.0,1.0,0.0
"t22,t125",2.0,3.0,2.0,6.0,1.0,5.0,0.0,3.0,0.0,0.0
"t22,t126",3.0,2.0,1.0,3.0,0.0,2.0,5.0,2.0,3.0,0.0
"t22,t127",2.0,0.0,2.0,7.0,6.0,4.0,0.0,1.0,0.0,0.0
"t22,t128",5.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,0.0,0.0
"t22,t129",4.0,2.0,1.0,5.0,2.0,3.0,5.0,3.0,0.0,0.0
"t22,t130",5.0,2.0,0.0,7.0,2.0,5.0,1.0,5.0,0.0,0.0
"t22,t131",0.0,5.0,5.0,2.0,2.0,5.0,2.0,2.0,0.0,0.0
"t22,t132",2.0,4.0,3.0,1.0,2.0,1.0,0.0,4.0,0.0,0.0
"t22,t133",0.0,2.0,1.0,1.0,2.0,3.0,3.0,5.0,0.0,0.0
"t22,t134",5.0,2.0,0.0,3.0,0.0,5.0,1.0,3.0,0.0,0.0
"t22,t135",2.0,0.0,1.0,0.0,1.0,5.0,0.0,2.0,1.0,0.0
"t22,t136",4.0,1.0,1.0,5.0,0.0,5.0,0.0,2.0,0.0,0.0
"t22,t137",0.0,3.0,3.0,2.0,2.0,5.0,4.0,0.0,0.0,0.0
"t22,t138",3.0,0.0,2.0,5.0,6.0,5.0,6.0,1.0,2.0,0.0
"t22,t139",7.0,2.0,2.0,7.0,1.0,4.0,0.0,3.0,0.0,0.0
"t22,t140",6.0,4.0,3.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0
"t22,t141",8.0,1.0,4.0,7.0,3.0,5.0,1.0,3.0,3.0,0.0
"t22,t142",5.0,3.0,3.0,2.0,1.0,2.0,0.0,3.0,2.0,0.0
"t22,t143",2.0,4.0,4.0,4.0,6.0,5.0,4.0,3.0,7.0,0.0
"t22,t144",2.0,4.0,1.0,0.0,4.0,1.0,1.0,4.0,2.0,0.0
"t22,t145",4.0,4.0,4.0,7.0,6.0,5.0,5.0,4.0,9.0,0.0
"t22,t146",7.0,4.0,3.0,7.0,2.0,5.0,2.0,5.0,3.0,0.0
"t22,t147",4.0,4.0,4.0,7.0,4.0,5.0,4.0,4.0,6.0,0.0
"t22,t148",5.0,2.0,2.0,7.0,1.0,5.0,5.0,4.0,2.0,0.0
"t22,t149",0.0,0.0,3.0,3.0,0.0,5.0,4.0,2.0,3.0,0.0
"t22,t150",3.0,0.0,0.0,0.0,2.0,5.0,4.0,5.0,0.0,0.0
"t22,t151",0.0,2.0,1.0,1.0,1.0,5.0,4.0,3.0,0.0,0.0
"t22,t152",7.0,4.0,2.0,4.0,2.0,4.0,6.0,3.0,7.0,0.0
"t22,t153",0.0,4.0,4.0,3.0,4.0,1.0,5.0,1.0,0.0,0.0
"t22,t154",2.0,1.0,0.0,1.0,1.0,5.0,3.0,0.0,0.0,0.0
"t22,t155",2.0,1.0,2.0,2.0,6.0,5.0,4.0,4.0,0.0,0.0
"t22,t156",0.0,4.0,4.0,4.0,6.0,5.0,5.0,4.0,0.0,0.0
"t22,t157",1.0,4.0,4.0,7.0,6.0,5.0,7.0,4.0,0.0,0.0
"t22,t158",2.0,1.0,2.0,1.0,0.0,3.0,2.0,4.0,0.0,0.0
"t22,t159",0.0,2.0,4.0,2.0,1.0,5.0,2.0,5.0,0.0,0.0
"t22,t160",0.0,4.0,4.0,2.0,2.0,4.0,1.0,2.0,0.0,0.0
"t22,t161",0.0,2.0,3.0,7.0,0.0,5.0,7.0,5.0,0.0,0.0
"t22,t162",5.0,1.0,3.0,5.0,2.0,5.0,5.0,4.0,0.0,0.0
"t22,t163",6.0,1.0,1.0,5.0,2.0,5.0,7.0,1.0,0.0,0.0
"t22,t164",0.0,4.0,4.0,2.0,2.0,1.0,2.0,5.0,1.0,0.0
"t22,t165",0.0,0.0,1.0,5.0,1.0,5.0,5.0,0.0,0.0,0.0
"t22,t166",2.0,2.0,3.0,3.0,2.0,2.0,7.0,4.0,0.0,0.0
"t22,t167",0.0,3.0,2.0,4.0,2.0,1.0,4.0,4.0,2.0,0.0
"t22,t168",0.0,0.0,0.0,1.0,0.0,5.0,6.0,1.0,0.0,0.0
"t22,t169",4.0,0.0,0.0,2.0,0.0,5.0,4.0,0.0,1.0,0.0
"t22,t170",6.0,2.0,1.0,7.0,0.0,5.0,4.0,1.0,0.0,0.0
"t22,t171",1.0,4.0,4.0,7.0,6.0,0.0,7.0,4.0,9.0,0.0
"t22,t172",2.0,1.0,2.0,2.0,1.0,5.0,6.0,4.0,0.0,0.0
"t22,t173",0.0,4.0,4.0,7.0,2.0,5.0,5.0,5.0,4.0,0.0
"t22,t174",7.0,0.0,2.0,7.0,1.0,2.0,0.0,2.0,0.0,0.0
"t22,t175",4.0,3.0,4.0,2.0,1.0,1.0,1.0,5.0,0.0,0.0
"t22,t176",5.0,2.0,3.0,1.0,1.0,5.0,4.0,5.0,0.0,0.0
"t22,t177",5.0,4.0,4.0,7.0,2.0,5.0,3.0,1.0,1.0,0.0
"t22,t178",2.0,4.0,4.0,7.0,3.0,0.0,1.0,2.0,6.0,0.0
"t22,t179",4.0,0.0,1.0,7.0,1.0,5.0,5.0,4.0,1.0,0.0
"t22,t180",6.0,4.0,2.0,4.0,1.0,5.0,6.0,4.0,0.0,0.0
"t22,t181",6.0,1.0,2.0,0.0,0.0,5.0,6.0,5.0,0.0,0.0
"t22,t182",3.0,1.0,0.0,7.0,0.0,5.0,2.0,3.0,0.0,0.0
"t22,t183",3.0,2.0,2.0,0.0,0.0,5.0,3.0,3.0,0.0,0.0
"t22,t184",4.0,4.0,4.0,7.0,0.0,5.0,4.0,4.0,0.0,0.0
"t22,t185",3.0,2.0,3.0,4.0,0.0,0.0,4.0,2.0,1.0,0.0
"t22,t186",5.0,1.0,4.0,7.0,1.0,5.0,7.0,4.0,0.0,0.0
"t22,t187",2.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,0.0
"t22,t188",2.0,4.0,2.0,1.0,4.0,5.0,5.0,4.0,0.0,0.0
"t22,t189",0.0,3.0,1.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0
"t22,t190",5.0,1.0,4.0,3.0,1.0,5.0,4.0,1.0,0.0,0.0
"t22,t191",4.0,4.0,1.0,2.0,0.0,5.0,3.0,4.0,0.0,0.0
"t22,t192",2.0,4.0,4.0,7.0,2.0,5.0,7.0,4.0,0.0,0.0
"t22,t193",1.0,2.0,2.0,6.0,2.0,2.0,1.0,5.0,0.0,0.0
"t22,t194",6.0,4.0,2.0,2.0,0.0,4.0,7.0,5.0,0.0,0.0
"t22,t195",8.0,1.0,1.0,3.0,0.0,5.0,4.0,0.0,0.0,0.0
"t22,t196",0.0,3.0,2.0,2.0,1.0,5.0,1.0,5.0,0.0,0.0
"t22,t197",6.0,2.0,0.0,0.0,0.0,5.0,4.0,5.0,0.0,0.0
"t22,t198",5.0,2.0,0.0,5.0,0.0,4.0,5.0,4.0,0.0,0.0
"t22,t199",5.0,3.0,4.0,5.0,1.0,5.0,5.0,5.0,1.0,0.0
"t22,t200",0.0,1.0,4.0,0.0,1.0,3.0,4.0,2.0,2.0,0.0
"t22,t201",5.0,4.0,4.0,7.0,6.0,5.0,7.0,5.0,0.0,0.0
"t22,t202",5.0,4.0,4.0,7.0,1.0,3.0,5.0,1.0,0.0,0.0
"t22,t203",2.0,4.0,4.0,7.0,2.0,5.0,7.0,4.0,9.0,0.0
"t22,t204",6.0,0.0,0.0,2.0,3.0,1.0,4.0,1.0,2.0,0.0
"t22,t205",2.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,0.0,0.0
"t22,t206",0.0,4.0,1.0,5.0,3.0,4.0,7.0,4.0,2.0,0.0
"t22,t207",5.0,4.0,4.0,7.0,6.0,3.0,7.0,4.0,9.0,0.0
"t22,t208",3.0,2.0,2.0,4.0,1.0,5.0,4.0,4.0,2.0,0.0
"t22,t209",5.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,0.0
"t22,t210",5.0,4.0,4.0,5.0,1.0,0.0,4.0,4.0,0.0,0.0
"t22,t211",7.0,4.0,1.0,5.0,1.0,3.0,4.0,2.0,0.0,0.0
"t22,t212",0.0,4.0,4.0,7.0,1.0,5.0,7.0,4.0,6.0,0.0
"t22,t213",5.0,4.0,4.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0
"t22,t214",5.0,4.0,4.0,0.0,3.0,2.0,5.0,4.0,1.0,0.0
"t22,t215",6.0,2.0,0.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0
"t22,t216",6.0,2.0,2.0,2.0,0.0,0.0,7.0,2.0,0.0,0.0
"t22,t217",5.0,0.0,1.0,3.0,6.0,4.0,0.0,5.0,0.0,0.0
"t22,t218",1.0,2.0,1.0,7.0,2.0,5.0,1.0,2.0,0.0,0.0
"t22,t219",0.0,4.0,4.0,7.0,6.0,4.0,5.0,2.0,7.0,0.0
"t22,t220",3.0,3.0,2.0,1.0,1.0,2.0,0.0,4.0,6.0,0.0
"t22,t221",5.0,3.0,1.0,2.0,4.0,5.0,2.0,3.0,0.0,0.0
"t22,t222",0.0,2.0,4.0,7.0,2.0,4.0,0.0,5.0,9.0,0.0
"t22,t223",2.0,1.0,0.0,1.0,0.0,5.0,2.0,5.0,0.0,0.0
"t22,t224",0.0,4.0,4.0,0.0,6.0,5.0,6.0,4.0,0.0,0.0
"t22,t225",1.0,4.0,4.0,2.0,6.0,3.0,0.0,3.0,0.0,0.0
"t22,t226",2.0,2.0,3.0,1.0,1.0,5.0,4.0,2.0,0.0,0.0
"t22,t227",2.0,2.0,4.0,2.0,0.0,1.0,4.0,4.0,0.0,0.0
"t22,t228",0.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,9.0,0.0
"t22,t229",0.0,2.0,2.0,1.0,0.0,5.0,0.0,4.0,3.0,0.0
"t22,t230",3.0,0.0,3.0,1.0,1.0,5.0,4.0,2.0,5.0,0.0
"t22,t231",0.0,2.0,0.0,1.0,1.0,5.0,4.0,5.0,0.0,0.0
"t22,t232",2.0,1.0,1.0,2.0,2.0,5.0,1.0,3.0,0.0,0.0
"t22,t233",0.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0
"t22,t234",0.0,2.0,1.0,1.0,1.0,0.0,4.0,3.0,0.0,0.0
"t22,t235",0.0,4.0,2.0,7.0,2.0,0.0,7.0,3.0,0.0,0.0
"t22,t236",3.0,0.0,4.0,2.0,1.0,5.0,6.0,4.0,1.0,0.0
"t22,t237",0.0,2.0,3.0,7.0,1.0,5.0,4.0,5.0,1.0,0.0
"t22,t238",5.0,4.0,4.0,7.0,0.0,5.0,2.0,0.0,2.0,0.0
"t23,t24",0.0,8.0,6.0,0.0,2.0,5.0,2.0,5.0,3.0,0.0
"t23,t25",3.0,8.0,7.0,0.0,3.0,4.0,2.0,8.0,0.0,0.0
"t23,t26",1.0,5.0,5.0,1.0,1.0,4.0,2.0,8.0,0.0,0.0
"t23,t27",3.0,7.0,5.0,4.0,0.0,3.0,1.0,1.0,0.0,0.0
"t23,t28",1.0,0.0,0.0,0.0,7.0,2.0,0.0,6.0,0.0,0.0
"t23,t29",2.0,7.0,6.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0
"t23,t30",2.0,6.0,8.0,0.0,0.0,4.0,1.0,6.0,9.0,0.0
"t23,t31",3.0,7.0,6.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0
"t23,t32",0.0,7.0,2.0,2.0,1.0,3.0,5.0,0.0,7.0,0.0
"t23,t33",2.0,0.0,8.0,7.0,7.0,4.0,4.0,1.0,9.0,0.0
"t23,t34",2.0,4.0,6.0,0.0,0.0,2.0,0.0,7.0,2.0,0.0
"t23,t35",5.0,5.0,3.0,7.0,5.0,3.0,4.0,1.0,6.0,0.0
"t23,t36",3.0,0.0,4.0,0.0,7.0,2.0,1.0,1.0,9.0,0.0
"t23,t37",5.0,7.0,4.0,3.0,2.0,2.0,1.0,5.0,0.0,0.0
"t23,t38",5.0,4.0,4.0,5.0,2.0,4.0,3.0,1.0,2.0,0.0
"t23,t39",1.0,4.0,1.0,1.0,7.0,0.0,1.0,0.0,9.0,0.0
"t23,t40",1.0,5.0,4.0,9.0,2.0,4.0,4.0,0.0,3.0,0.0
"t23,t41",2.0,7.0,5.0,0.0,7.0,1.0,0.0,1.0,1.0,0.0
"t23,t42",6.0,7.0,6.0,3.0,1.0,1.0,1.0,4.0,0.0,0.0
"t23,t43",0.0,8.0,7.0,0.0,3.0,3.0,4.0,8.0,0.0,0.0
"t23,t44",2.0,0.0,0.0,7.0,1.0,4.0,1.0,8.0,0.0,0.0
"t23,t45",7.0,4.0,2.0,9.0,5.0,4.0,2.0,2.0,0.0,0.0
"t23,t46",2.0,5.0,6.0,3.0,0.0,3.0,4.0,1.0,2.0,0.0
"t23,t47",0.0,4.0,6.0,2.0,2.0,3.0,0.0,8.0,0.0,0.0
"t23,t48",2.0,7.0,7.0,9.0,1.0,4.0,4.0,6.0,2.0,0.0
"t23,t49",2.0,0.0,0.0,2.0,7.0,2.0,5.0,8.0,0.0,0.0
"t23,t50",4.0,5.0,5.0,9.0,1.0,4.0,4.0,4.0,7.0,0.0
"t23,t51",2.0,0.0,0.0,1.0,7.0,4.0,2.0,6.0,2.0,0.0
"t23,t52",3.0,6.0,4.0,6.0,6.0,1.0,5.0,1.0,0.0,0.0
"t23,t53",1.0,5.0,7.0,6.0,1.0,4.0,4.0,4.0,4.0,0.0
"t23,t54",0.0,7.0,5.0,3.0,2.0,4.0,2.0,3.0,1.0,0.0
"t23,t55",3.0,0.0,2.0,9.0,5.0,4.0,0.0,3.0,2.0,0.0
"t23,t56",1.0,5.0,5.0,3.0,1.0,1.0,1.0,6.0,2.0,0.0
"t23,t57",5.0,6.0,5.0,1.0,3.0,2.0,1.0,8.0,0.0,0.0
"t23,t58",0.0,2.0,3.0,3.0,7.0,4.0,4.0,1.0,6.0,0.0
"t23,t59",1.0,8.0,6.0,0.0,3.0,4.0,2.0,5.0,2.0,0.0
"t23,t60",2.0,0.0,2.0,5.0,1.0,1.0,5.0,1.0,0.0,0.0
"t23,t61",3.0,5.0,5.0,5.0,0.0,4.0,0.0,8.0,0.0,0.0
"t23,t62",1.0,1.0,0.0,2.0,3.0,4.0,4.0,1.0,5.0,0.0
"t23,t63",2.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,0.0
"t23,t64",3.0,4.0,3.0,7.0,5.0,4.0,0.0,1.0,2.0,0.0
"t23,t65",2.0,0.0,0.0,9.0,5.0,4.0,7.0,1.0,6.0,0.0
"t23,t66",0.0,4.0,5.0,3.0,0.0,4.0,3.0,8.0,0.0,0.0
"t23,t67",3.0,2.0,3.0,6.0,7.0,4.0,2.0,2.0,0.0,0.0
"t23,t68",3.0,0.0,0.0,2.0,5.0,5.0,2.0,1.0,2.0,0.0
"t23,t69",3.0,7.0,7.0,2.0,3.0,4.0,0.0,8.0,0.0,0.0
"t23,t70",3.0,2.0,2.0,7.0,2.0,4.0,4.0,1.0,0.0,0.0
"t23,t71",7.0,5.0,2.0,5.0,2.0,2.0,4.0,1.0,0.0,0.0
"t23,t72",2.0,5.0,4.0,9.0,3.0,4.0,4.0,2.0,9.0,0.0
"t23,t73",3.0,2.0,6.0,9.0,2.0,2.0,6.0,1.0,0.0,0.0
"t23,t74",2.0,0.0,0.0,7.0,3.0,2.0,4.0,1.0,0.0,0.0
"t23,t75",1.0,5.0,0.0,9.0,7.0,4.0,1.0,1.0,2.0,0.0
"t23,t76",1.0,3.0,3.0,4.0,2.0,4.0,4.0,1.0,2.0,0.0
